7>[    3.482389] random 0033 0000 0000 cadf44cd e6e5b548: add_disk_randomness(8:0) cadf44cd e6e5b548
[    4.773869] random 0066 0000 0000 08687abe 13688964: urand_change_num 1210 extract_buf: pool_sig 000000a9, data_sig 00000105, bytes_mixed 20 08687abe 13688964
[    4.773915] random 0066 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    4.773919] random 0066 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 1327393495760953262, cycles: 1327393491466071515
[    4.774366] random 0066 0000 0000 00e1dc9b edf4c928: add_disk_randomness(8:0) 00e1dc9b edf4c928
[    4.774370] random 0066 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 8388864) with jiffies: 1332037832876679086, cycles: 1332037828581797339
[    4.775444] parport_pc 00:09: reported by Plug and Play ACPI
[    4.776093] parport0: PC-style at 0x378, irq 7 [PCSPP,TRISTATE]
[    4.776607] random 0066 0000 0000 00e1dc9b edf4c928: add_disk_randomness(11:0) 00e1dc9b edf4c928
[    4.776611] random 0066 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 11534592) with jiffies: 1355120189716225967, cycles: 1355120185421344219
[    4.777977] random 0066 0000 0000 00e1dc9b edf4c928: add_disk_randomness(11:0) 00e1dc9b edf4c928
[    4.777981] random 0066 0000 0000 00e1dc9b edf4c928: add_timer_randomness(.. 11534592) with jiffies: 1369237369261055919, cycles: 1369237364966174171
[    4.778107] random 0066 0000 0000 00e1dc9b edf4c928: rand_read_num 401 get_random_bytes(16): sig 0000010d 00e1dc9b edf4c928
[    4.778109] random 0066 0000 0000 00e1dc9b edf4c928: extract_entropy(.. 16 ..)
[    4.778112] random 0066 0000 0000 00e1dc9b edf4c928: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.778114] random 0066 0000 0000 00e1dc9b edf4c928: extract_entropy(.. 16 ..)
[    4.778117] random 0066 0000 0000 00e1dc9b edf4c928: trying to extract 128 bits from input
[    4.778119] random 0066 0000 0000 00e1dc9b edf4c928: debiting 0 entropy credits from input
[    4.778121] random 0066 0000 0000 00e1dc9b edf4c928: extract_entropy account returned: 0 
[    4.778124] random 0066 0000 0000 00e1dc9b edf4c928: urand_change_num 1211 xfer_secondary_pool(16): pool_sig 0000010d, data_sig 00000000, bytes_mixed 0 00e1dc9b edf4c928
[    4.778127] random 0066 0000 0000 00e1dc9b edf4c928: trying to extract 128 bits from nonblocking
[    4.778130] random 0066 0000 0000 00e1dc9b edf4c928: debiting 128 entropy credits from nonblocking (unlimited)
[    4.778132] random 0066 0000 0000 00e1dc9b edf4c928: extract_entropy account returned: 16 
[    4.778136] random 0066 0000 0000 00e1dc9b edf4c928: urand_change_num 1212 extract_buf: pool_sig 0000010d, data_sig 00000112, bytes_mixed 20 00e1dc9b edf4c928
[    4.778140] random 0066 0000 0000 00e1dc9b edf4c928: urand_change_num 1213 extract_buf: pool_sig 0000022f, data_sig fffffefb, bytes_mixed 20 00e1dc9b edf4c928
[    4.779138] random 0066 0000 0000 97f89c82 60f15be2: add_disk_randomness(11:0) 97f89c82 60f15be2
[    4.779157] random 0066 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 11534592) with jiffies: 1381202886154706863, cycles: 1381202881859825115
[    4.779167] random 0066 0000 0000 97f89c82 60f15be2: add_disk_randomness(8:0) 97f89c82 60f15be2
[    4.779170] random 0066 0000 0000 97f89c82 60f15be2: add_timer_randomness(.. 8388864) with jiffies: 1381483261619789743, cycles: 1381483257324907995
[    4.779326] random 0066 0000 0000 97f89c82 60f15be2: rand_read_num 402 get_random_bytes(16): sig fffffe73 97f89c82 60f15be2
[    4.779329] random 0066 0000 0000 97f89c82 60f15be2: extract_entropy(.. 16 ..)
[    4.779332] random 0066 0000 0000 97f89c82 60f15be2: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.779334] random 0066 0000 0000 97f89c82 60f15be2: extract_entropy(.. 16 ..)
[    4.779336] random 0066 0000 0000 97f89c82 60f15be2: trying to extract 128 bits from input
[    4.779338] random 0066 0000 0000 97f89c82 60f15be2: debiting 0 entropy credits from input
[    4.779341] random 0066 0000 0000 97f89c82 60f15be2: extract_entropy account returned: 0 
[    4.779344] random 0066 0000 0000 97f89c82 60f15be2: urand_change_num 1214 xfer_secondary_pool(16): pool_sig fffffe73, data_sig 00000000, bytes_mixed 0 97f89c82 60f15be2
[    4.779355] random 0066 0000 0000 97f89c82 60f15be2: trying to extract 128 bits from nonblocking
[    4.779358] random 0066 0000 0000 97f89c82 60f15be2: debiting 128 entropy credits from nonblocking (unlimited)
[    4.779360] random 0066 0000 0000 97f89c82 60f15be2: extract_entropy account returned: 16 
[    4.779363] random 0066 0000 0000 97f89c82 60f15be2: urand_change_num 1215 extract_buf: pool_sig fffffe73, data_sig 0000025b, bytes_mixed 20 97f89c82 60f15be2
[    4.779368] random 0066 0000 0000 844ceeff 574e1cc6: urand_change_num 1216 extract_buf: pool_sig 000001dc, data_sig ffffffa0, bytes_mixed 20 844ceeff 574e1cc6
[    4.779532] random 0066 0000 0000 844ceeff 574e1cc6: add_disk_randomness(8:0) 844ceeff 574e1cc6
[    4.779535] random 0066 0000 0000 844ceeff 574e1cc6: add_timer_randomness(.. 8388864) with jiffies: 1385244751027953583, cycles: 1385244746733071835
[    4.780093] random 0066 0000 0000 844ceeff 574e1cc6: add_disk_randomness(11:0) 844ceeff 574e1cc6
[    4.780096] random 0066 0000 0000 844ceeff 574e1cc6: add_timer_randomness(.. 11534592) with jiffies: 1391022276610023344, cycles: 1391022272315141595
[    4.780204] random 0066 0000 0000 844ceeff 574e1cc6: rand_read_num 403 get_random_bytes(16): sig ffffffac 844ceeff 574e1cc6
[    4.780207] random 0066 0000 0000 844ceeff 574e1cc6: extract_entropy(.. 16 ..)
[    4.780209] random 0066 0000 0000 844ceeff 574e1cc6: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.780212] random 0066 0000 0000 844ceeff 574e1cc6: extract_entropy(.. 16 ..)
[    4.780214] random 0066 0000 0000 844ceeff 574e1cc6: trying to extract 128 bits from input
[    4.780216] random 0066 0000 0000 844ceeff 574e1cc6: debiting 0 entropy credits from input
[    4.780218] random 0066 0000 0000 844ceeff 574e1cc6: extract_entropy account returned: 0 
[    4.780221] random 0066 0000 0000 844ceeff 574e1cc6: urand_change_num 1217 xfer_secondary_pool(16): pool_sig ffffffac, data_sig 00000000, bytes_mixed 0 844ceeff 574e1cc6
[    4.780223] random 0066 0000 0000 844ceeff 574e1cc6: trying to extract 128 bits from nonblocking
[    4.780226] random 0066 0000 0000 844ceeff 574e1cc6: debiting 128 entropy credits from nonblocking (unlimited)
[    4.780228] random 0066 0000 0000 844ceeff 574e1cc6: extract_entropy account returned: 16 
[    4.780231] random 0066 0000 0000 844ceeff 574e1cc6: urand_change_num 1218 extract_buf: pool_sig ffffffac, data_sig 0000005e, bytes_mixed 20 844ceeff 574e1cc6
[    4.780236] random 0066 0000 0000 5e950894 23eafdfe: urand_change_num 1219 extract_buf: pool_sig 0000025f, data_sig fffffe2b, bytes_mixed 20 5e950894 23eafdfe
[    4.781129] random 0066 0000 0000 17a5b9a0 229f8da8: add_disk_randomness(8:0) 17a5b9a0 229f8da8
[    4.781134] random 0066 0000 0000 17a5b9a0 229f8da8: add_timer_randomness(.. 8388864) with jiffies: 1401704577534713776, cycles: 1401704573239832027
[    4.781508] random 0066 0000 0000 17a5b9a0 229f8da8: add_disk_randomness(11:0) 17a5b9a0 229f8da8
[    4.781514] random 0066 0000 0000 17a5b9a0 229f8da8: add_timer_randomness(.. 11534592) with jiffies: 1405610188865462192, cycles: 1405610184570580443
[    4.781762] random 0066 0000 0000 17a5b9a0 229f8da8: add_disk_randomness(8:0) 17a5b9a0 229f8da8
[    4.781766] random 0066 0000 0000 17a5b9a0 229f8da8: add_timer_randomness(.. 8388864) with jiffies: 1408215193904668592, cycles: 1408215189609786843
[    4.781825] random 0066 0000 0000 17a5b9a0 229f8da8: rand_read_num 404 get_random_bytes(16): sig fffffe34 17a5b9a0 229f8da8
[    4.781827] random 0066 0000 0000 17a5b9a0 229f8da8: extract_entropy(.. 16 ..)
[    4.781830] random 0066 0000 0000 17a5b9a0 229f8da8: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.781832] random 0066 0000 0000 17a5b9a0 229f8da8: extract_entropy(.. 16 ..)
[    4.781835] random 0066 0000 0000 17a5b9a0 229f8da8: trying to extract 128 bits from input
[    4.781837] random 0066 0000 0000 17a5b9a0 229f8da8: debiting 0 entropy credits from input
[    4.781839] random 0066 0000 0000 17a5b9a0 229f8da8: extract_entropy account returned: 0 
[    4.781842] random 0066 0000 0000 17a5b9a0 229f8da8: urand_change_num 1220 xfer_secondary_pool(16): pool_sig fffffe34, data_sig 00000000, bytes_mixed 0 17a5b9a0 229f8da8
[    4.781845] random 0066 0000 0000 17a5b9a0 229f8da8: trying to extract 128 bits from nonblocking
[    4.781848] random 0066 0000 0000 17a5b9a0 229f8da8: debiting 128 entropy credits from nonblocking (unlimited)
[    4.781850] random 0066 0000 0000 17a5b9a0 229f8da8: extract_entropy account returned: 16 
[    4.781854] random 0066 0000 0000 17a5b9a0 229f8da8: urand_change_num 1221 extract_buf: pool_sig fffffe34, data_sig 00000319, bytes_mixed 20 17a5b9a0 229f8da8
[    4.781858] random 0066 0000 0000 17a5b9a0 229f8da8: urand_change_num 1222 extract_buf: pool_sig fffffa25, data_sig ffffffc8, bytes_mixed 20 17a5b9a0 229f8da8
[    4.782948] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.782952] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1420438752433463216, cycles: 1420438748138581467
[    4.783140] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.783143] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1422405619821764528, cycles: 1422405615526882779
[    4.783203] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.783207] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1423062470645178288, cycles: 1423062466350296539
[    4.784902] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.784907] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1440566876147998641, cycles: 1440566871853116891
[    4.784970] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.784974] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1441257408104947633, cycles: 1441257403810065883
[    4.785070] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785075] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1442297627709202353, cycles: 1442297623414320603
[    4.785152] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785157] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1443139552968368049, cycles: 1443139548673486299
[    4.785234] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785238] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1443980829687472049, cycles: 1443980825392590299
[    4.785295] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785298] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1444602539088469937, cycles: 1444602534793588187
[    4.785360] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785363] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1445270758690316209, cycles: 1445270754395434459
[    4.785471] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785475] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1446423008221519793, cycles: 1446423003926638043
[    4.785534] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785537] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1447064191004237745, cycles: 1447064186709355995
[    4.785596] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785599] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1447701894863445937, cycles: 1447701890568564187
[    4.785654] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785657] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1448303714270896049, cycles: 1448303709976014299
[    4.785713] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785717] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1448911933179617201, cycles: 1448911928884735451
[    4.785771] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785775] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1449512816284196785, cycles: 1449512811989315035
[    4.785832] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785835] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1450134577224802225, cycles: 1450134572929920475
[    4.785890] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785894] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1450736774589374385, cycles: 1450736770294492635
[    4.785948] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.785952] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1451334264669790129, cycles: 1451334260374908379
[    4.786025] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.786029] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1452128000395894705, cycles: 1452127996101012955
[    4.786095] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.786099] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1452848700203130801, cycles: 1452848695908249051
[    4.786153] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.786157] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1453444321972772785, cycles: 1453444317677891035
[    4.786211] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.786216] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1454045454185455537, cycles: 1454045449890573787
[    4.786288] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.786292] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1454836535621771185, cycles: 1454836531326889435
[    4.786358] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.786361] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1455552446540472241, cycles: 1455552442245590491
[    4.787789] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.787793] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1470292559551979441, cycles: 1470292555257097691
[    4.791005] random 0066 0000 0000 540ffde1 95657116: add_disk_randomness(8:0) 540ffde1 95657116
[    4.791012] random 0066 0000 0000 540ffde1 95657116: add_timer_randomness(.. 8388864) with jiffies: 1503432729071378354, cycles: 1503432724776496603
[    4.791107] random 0066 0000 0000 540ffde1 95657116: rand_read_num 405 get_random_bytes(16): sig fffffd17 540ffde1 95657116
[    4.791110] random 0066 0000 0000 540ffde1 95657116: extract_entropy(.. 16 ..)
[    4.791114] random 0066 0000 0000 540ffde1 95657116: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.791117] random 0066 0000 0000 540ffde1 95657116: extract_entropy(.. 16 ..)
[    4.791121] random 0066 0000 0000 540ffde1 95657116: trying to extract 128 bits from input
[    4.791123] random 0066 0000 0000 540ffde1 95657116: debiting 0 entropy credits from input
[    4.791125] random 0066 0000 0000 540ffde1 95657116: extract_entropy account returned: 0 
[    4.791129] random 0066 0000 0000 540ffde1 95657116: urand_change_num 1223 xfer_secondary_pool(16): pool_sig fffffd17, data_sig 00000000, bytes_mixed 0 540ffde1 95657116
[    4.791134] random 0066 0000 0000 540ffde1 95657116: trying to extract 128 bits from nonblocking
[    4.791139] random 0066 0000 0000 540ffde1 95657116: debiting 128 entropy credits from nonblocking (unlimited)
[    4.791142] random 0066 0000 0000 540ffde1 95657116: extract_entropy account returned: 16 
[    4.791146] random 0066 0000 0000 540ffde1 95657116: urand_change_num 1224 extract_buf: pool_sig fffffd17, data_sig ffffff91, bytes_mixed 20 540ffde1 95657116
[    4.791151] random 0066 0000 0000 540ffde1 95657116: urand_change_num 1225 extract_buf: pool_sig 000001cd, data_sig ffffffc8, bytes_mixed 20 540ffde1 95657116
[    4.791849] random 0066 0000 0000 17ac73d4 9fc43461: add_disk_randomness(8:0) 17ac73d4 9fc43461
[    4.791853] random 0066 0000 0000 17ac73d4 9fc43461: add_timer_randomness(.. 8388864) with jiffies: 1512109022570799026, cycles: 1512109018275917275
[    4.792141] random 0066 0000 0000 17ac73d4 9fc43461: rand_read_num 406 get_random_bytes(16): sig 00000314 17ac73d4 9fc43461
[    4.792144] random 0066 0000 0000 17ac73d4 9fc43461: extract_entropy(.. 16 ..)
[    4.792147] random 0066 0000 0000 17ac73d4 9fc43461: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.792150] random 0066 0000 0000 17ac73d4 9fc43461: extract_entropy(.. 16 ..)
[    4.792152] random 0066 0000 0000 17ac73d4 9fc43461: trying to extract 128 bits from input
[    4.792154] random 0066 0000 0000 17ac73d4 9fc43461: debiting 0 entropy credits from input
[    4.792156] random 0066 0000 0000 17ac73d4 9fc43461: extract_entropy account returned: 0 
