>[    3.674607] random 0033 0000 0000 cadf44cd e6e5b548: add_timer_randomness(.. 8388864) with jiffies: 6934907023666372252, cycles: 6934907019371488160
[    5.035058] random 0096 0000 0000 e35df9b1 91a392e4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.035060] random 0096 0000 0000 e35df9b1 91a392e4: extract_entropy(.. 16 ..)
[    5.035063] random 0096 0000 0000 e35df9b1 91a392e4: trying to extract 128 bits from input
[    5.035065] random 0096 0000 0000 e35df9b1 91a392e4: debiting 0 entropy credits from input
[    5.035067] random 0096 0000 0000 e35df9b1 91a392e4: extract_entropy account returned: 0 
[    5.035070] random 0096 0000 0000 e35df9b1 91a392e4: urand_change_num 1834 xfer_secondary_pool(16): pool_sig fffffe6a, data_sig 00000000, bytes_mixed 0 e35df9b1 91a392e4
[    5.035073] random 0096 0000 0000 e35df9b1 91a392e4: trying to extract 128 bits from nonblocking
[    5.035076] random 0096 0000 0000 e35df9b1 91a392e4: debiting 128 entropy credits from nonblocking (unlimited)
[    5.035078] random 0096 0000 0000 e35df9b1 91a392e4: extract_entropy account returned: 16 
[    5.035081] random 0096 0000 0000 e35df9b1 91a392e4: urand_change_num 1835 extract_buf: pool_sig fffffe6a, data_sig fffffec9, bytes_mixed 20 e35df9b1 91a392e4
[    5.035086] random 0096 0000 0000 3d6e6cbb a46854d9: urand_change_num 1836 extract_buf: pool_sig fffffdf5, data_sig fffffe76, bytes_mixed 20 3d6e6cbb a46854d9
[    5.035500] random 0096 0000 0000 3d6e6cbb a46854d9: rand_read_num 610 get_random_bytes(16): sig fffffc09 3d6e6cbb a46854d9
[    5.035502] random 0096 0000 0000 3d6e6cbb a46854d9: extract_entropy(.. 16 ..)
[    5.035505] random 0096 0000 0000 3d6e6cbb a46854d9: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.035507] random 0096 0000 0000 3d6e6cbb a46854d9: extract_entropy(.. 16 ..)
[    5.035510] random 0096 0000 0000 3d6e6cbb a46854d9: trying to extract 128 bits from input
[    5.035512] random 0096 0000 0000 3d6e6cbb a46854d9: debiting 0 entropy credits from input
[    5.035514] random 0096 0000 0000 3d6e6cbb a46854d9: extract_entropy account returned: 0 
[    5.035517] random 0096 0000 0000 3d6e6cbb a46854d9: urand_change_num 1837 xfer_secondary_pool(16): pool_sig fffffc09, data_sig 00000000, bytes_mixed 0 3d6e6cbb a46854d9
[    5.035520] random 0096 0000 0000 3d6e6cbb a46854d9: trying to extract 128 bits from nonblocking
[    5.035523] random 0096 0000 0000 3d6e6cbb a46854d9: debiting 128 entropy credits from nonblocking (unlimited)
[    5.035525] random 0096 0000 0000 3d6e6cbb a46854d9: extract_entropy account returned: 16 
[    5.035529] random 0096 0000 0000 3d6e6cbb a46854d9: urand_change_num 1838 extract_buf: pool_sig fffffc09, data_sig fffffe3f, bytes_mixed 20 3d6e6cbb a46854d9
[    5.035533] random 0096 0000 0000 c94f5b44 f897ac4f: urand_change_num 1839 extract_buf: pool_sig fffffb44, data_sig 0000016b, bytes_mixed 20 c94f5b44 f897ac4f
[    5.039766] RANDOM get_random_int call with cycles 39174990236735, jiffies 4294893553 and pid 1
[    5.039921] random 0096 0000 0000 89e024e8 440fc3b4: rand_read_num 611 get_random_bytes(16): sig ffffff87 89e024e8 440fc3b4
[    5.039924] random 0096 0000 0000 89e024e8 440fc3b4: extract_entropy(.. 16 ..)
[    5.039927] random 0096 0000 0000 89e024e8 440fc3b4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.039930] random 0096 0000 0000 89e024e8 440fc3b4: extract_entropy(.. 16 ..)
[    5.039932] random 0096 0000 0000 89e024e8 440fc3b4: trying to extract 128 bits from input
[    5.039935] random 0096 0000 0000 89e024e8 440fc3b4: debiting 0 entropy credits from input
[    5.039937] random 0096 0000 0000 89e024e8 440fc3b4: extract_entropy account returned: 0 
[    5.039940] random 0096 0000 0000 89e024e8 440fc3b4: urand_change_num 1840 xfer_secondary_pool(16): pool_sig ffffff87, data_sig 00000000, bytes_mixed 0 89e024e8 440fc3b4
[    5.039943] random 0096 0000 0000 89e024e8 440fc3b4: trying to extract 128 bits from nonblocking
[    5.039946] random 0096 0000 0000 89e024e8 440fc3b4: debiting 128 entropy credits from nonblocking (unlimited)
[    5.039948] random 0096 0000 0000 89e024e8 440fc3b4: extract_entropy account returned: 16 
[    5.039952] random 0096 0000 0000 89e024e8 440fc3b4: urand_change_num 1841 extract_buf: pool_sig ffffff87, data_sig 00000029, bytes_mixed 20 89e024e8 440fc3b4
[    5.039957] random 0096 0000 0000 89e024e8 440fc3b4: urand_change_num 1842 extract_buf: pool_sig 0000025c, data_sig 00000169, bytes_mixed 20 89e024e8 440fc3b4
[    5.040063] NET: Registered protocol family 31
[    5.040065] Bluetooth: HCI device and connection manager initialized
[    5.040067] Bluetooth: HCI socket layer initialized
[    5.040566] random 0096 0000 0000 d020196a d58abdcc: rand_read_num 612 get_random_bytes(16): sig 00000744 d020196a d58abdcc
[    5.040569] random 0096 0000 0000 d020196a d58abdcc: extract_entropy(.. 16 ..)
[    5.040572] random 0096 0000 0000 d020196a d58abdcc: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.040574] random 0096 0000 0000 d020196a d58abdcc: extract_entropy(.. 16 ..)
[    5.040576] random 0096 0000 0000 d020196a d58abdcc: trying to extract 128 bits from input
[    5.040579] random 0096 0000 0000 d020196a d58abdcc: debiting 0 entropy credits from input
[    5.040581] random 0096 0000 0000 d020196a d58abdcc: extract_entropy account returned: 0 
[    5.040584] random 0096 0000 0000 d020196a d58abdcc: urand_change_num 1843 xfer_secondary_pool(16): pool_sig 00000744, data_sig 00000000, bytes_mixed 0 d020196a d58abdcc
[    5.040587] random 0096 0000 0000 d020196a d58abdcc: trying to extract 128 bits from nonblocking
[    5.040589] random 0096 0000 0000 d020196a d58abdcc: debiting 128 entropy credits from nonblocking (unlimited)
[    5.040592] random 0096 0000 0000 d020196a d58abdcc: extract_entropy account returned: 16 
[    5.040595] random 0096 0000 0000 d020196a d58abdcc: urand_change_num 1844 extract_buf: pool_sig 00000744, data_sig 000000dc, bytes_mixed 20 d020196a d58abdcc
[    5.040600] random 0096 0000 0000 3fdbaad9 21f5be70: urand_change_num 1845 extract_buf: pool_sig 000005ee, data_sig 0000010e, bytes_mixed 20 3fdbaad9 21f5be70
[    5.041270] random 0096 0000 0000 3fdbaad9 21f5be70: rand_read_num 613 get_random_bytes(16): sig 0000019c 3fdbaad9 21f5be70
[    5.041273] random 0096 0000 0000 3fdbaad9 21f5be70: extract_entropy(.. 16 ..)
[    5.041275] random 0096 0000 0000 3fdbaad9 21f5be70: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.041278] random 0096 0000 0000 3fdbaad9 21f5be70: extract_entropy(.. 16 ..)
[    5.041280] random 0096 0000 0000 3fdbaad9 21f5be70: trying to extract 128 bits from input
[    5.041282] random 0096 0000 0000 3fdbaad9 21f5be70: debiting 0 entropy credits from input
[    5.041284] random 0096 0000 0000 3fdbaad9 21f5be70: extract_entropy account returned: 0 
[    5.041287] random 0096 0000 0000 3fdbaad9 21f5be70: urand_change_num 1846 xfer_secondary_pool(16): pool_sig 0000019c, data_sig 00000000, bytes_mixed 0 3fdbaad9 21f5be70
[    5.041290] random 0096 0000 0000 3fdbaad9 21f5be70: trying to extract 128 bits from nonblocking
[    5.041293] random 0096 0000 0000 3fdbaad9 21f5be70: debiting 128 entropy credits from nonblocking (unlimited)
[    5.041295] random 0096 0000 0000 3fdbaad9 21f5be70: extract_entropy account returned: 16 
[    5.041298] random 0096 0000 0000 3fdbaad9 21f5be70: urand_change_num 1847 extract_buf: pool_sig 0000019c, data_sig fffffffd, bytes_mixed 20 3fdbaad9 21f5be70
[    5.041303] random 0096 0000 0000 a06b1409 20b5a684: urand_change_num 1848 extract_buf: pool_sig fffffbdc, data_sig 000000c7, bytes_mixed 20 a06b1409 20b5a684
[    5.042134] random 0096 0000 0000 a06b1409 20b5a684: rand_read_num 614 get_random_bytes(16): sig 000001e3 a06b1409 20b5a684
[    5.042136] random 0096 0000 0000 a06b1409 20b5a684: extract_entropy(.. 16 ..)
[    5.042139] random 0096 0000 0000 a06b1409 20b5a684: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.042142] random 0096 0000 0000 a06b1409 20b5a684: extract_entropy(.. 16 ..)
[    5.042144] random 0096 0000 0000 a06b1409 20b5a684: trying to extract 128 bits from input
[    5.042146] random 0096 0000 0000 a06b1409 20b5a684: debiting 0 entropy credits from input
[    5.042148] random 0096 0000 0000 a06b1409 20b5a684: extract_entropy account returned: 0 
[    5.042151] random 0096 0000 0000 a06b1409 20b5a684: urand_change_num 1849 xfer_secondary_pool(16): pool_sig 000001e3, data_sig 00000000, bytes_mixed 0 a06b1409 20b5a684
[    5.042154] random 0096 0000 0000 a06b1409 20b5a684: trying to extract 128 bits from nonblocking
[    5.042157] random 0096 0000 0000 a06b1409 20b5a684: debiting 128 entropy credits from nonblocking (unlimited)
[    5.042159] random 0096 0000 0000 a06b1409 20b5a684: extract_entropy account returned: 16 
[    5.042162] random 0096 0000 0000 a06b1409 20b5a684: urand_change_num 1850 extract_buf: pool_sig 000001e3, data_sig fffffdc9, bytes_mixed 20 a06b1409 20b5a684
[    5.042167] random 0096 0000 0000 b92ed4a8 203c9496: urand_change_num 1851 extract_buf: pool_sig 000001e4, data_sig ffffffff, bytes_mixed 20 b92ed4a8 203c9496
[    5.045304] RANDOM get_random_int call with cycles 39175003513362, jiffies 4294893555 and pid 1
[    5.045645] random 0096 0000 0000 094098e1 410380f1: rand_read_num 615 get_random_bytes(16): sig 00000168 094098e1 410380f1
[    5.045648] random 0096 0000 0000 094098e1 410380f1: extract_entropy(.. 16 ..)
[    5.045651] random 0096 0000 0000 094098e1 410380f1: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.045654] random 0096 0000 0000 094098e1 410380f1: extract_entropy(.. 16 ..)
[    5.045656] random 0096 0000 0000 094098e1 410380f1: trying to extract 128 bits from input
[    5.045659] random 0096 0000 0000 094098e1 410380f1: debiting 0 entropy credits from input
[    5.045661] random 0096 0000 0000 094098e1 410380f1: extract_entropy account returned: 0 
[    5.045664] random 0096 0000 0000 094098e1 410380f1: urand_change_num 1852 xfer_secondary_pool(16): pool_sig 00000168, data_sig 00000000, bytes_mixed 0 094098e1 410380f1
[    5.045667] random 0096 0000 0000 094098e1 410380f1: trying to extract 128 bits from nonblocking
[    5.045670] random 0096 0000 0000 094098e1 410380f1: debiting 128 entropy credits from nonblocking (unlimited)
[    5.045672] random 0096 0000 0000 094098e1 410380f1: extract_entropy account returned: 16 
[    5.045676] random 0096 0000 0000 094098e1 410380f1: urand_change_num 1853 extract_buf: pool_sig 00000168, data_sig fffffe7f, bytes_mixed 20 094098e1 410380f1
[    5.045681] random 0096 0000 0000 094098e1 410380f1: urand_change_num 1854 extract_buf: pool_sig ffffff35, data_sig ffffff0b, bytes_mixed 20 094098e1 410380f1
[    5.045815] random 0096 0000 0000 ef2873e4 09105016: rand_read_num 616 get_random_bytes(16): sig 0000002e ef2873e4 09105016
[    5.045818] random 0096 0000 0000 ef2873e4 09105016: extract_entropy(.. 16 ..)
[    5.045820] random 0096 0000 0000 ef2873e4 09105016: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.045823] random 0096 0000 0000 ef2873e4 09105016: extract_entropy(.. 16 ..)
[    5.045825] random 0096 0000 0000 ef2873e4 09105016: trying to extract 128 bits from input
[    5.045827] random 0096 0000 0000 ef2873e4 09105016: debiting 0 entropy credits from input
[    5.045829] random 0096 0000 0000 ef2873e4 09105016: extract_entropy account returned: 0 
[    5.045832] random 0096 0000 0000 ef2873e4 09105016: urand_change_num 1855 xfer_secondary_pool(16): pool_sig 0000002e, data_sig 00000000, bytes_mixed 0 ef2873e4 09105016
[    5.045835] random 0096 0000 0000 ef2873e4 09105016: trying to extract 128 bits from nonblocking
[    5.045837] random 0096 0000 0000 ef2873e4 09105016: debiting 128 entropy credits from nonblocking (unlimited)
[    5.045840] random 0096 0000 0000 ef2873e4 09105016: extract_entropy account returned: 16 
[    5.045843] random 0096 0000 0000 ef2873e4 09105016: urand_change_num 1856 extract_buf: pool_sig 0000002e, data_sig fffffea3, bytes_mixed 20 ef2873e4 09105016
[    5.045848] random 0096 0000 0000 48494243 5d350aba: urand_change_num 1857 extract_buf: pool_sig 00000013, data_sig 00000201, bytes_mixed 20 48494243 5d350aba
[    5.046279] random 0096 0000 0000 48494243 5d350aba: rand_read_num 617 get_random_bytes(16): sig fffffe1b 48494243 5d350aba
[    5.046282] random 0096 0000 0000 48494243 5d350aba: extract_entropy(.. 16 ..)
[    5.046285] random 0096 0000 0000 48494243 5d350aba: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.046287] random 0096 0000 0000 48494243 5d350aba: extract_entropy(.. 16 ..)
[    5.046289] random 0096 0000 0000 48494243 5d350aba: trying to extract 128 bits from input
[    5.046292] random 0096 0000 0000 48494243 5d350aba: debiting 0 entropy credits from input
[    5.046294] random 0096 0000 0000 48494243 5d350aba: extract_entropy account returned: 0 
[    5.046297] random 0096 0000 0000 48494243 5d350aba: urand_change_num 1858 xfer_secondary_pool(16): pool_sig fffffe1b, data_sig 00000000, bytes_mixed 0 48494243 5d350aba
[    5.046300] random 0096 0000 0000 48494243 5d350aba: trying to extract 128 bits from nonblocking
[    5.046302] random 0096 0000 0000 48494243 5d350aba: debiting 128 entropy credits from nonblocking (unlimited)
[    5.046304] random 0096 0000 0000 48494243 5d350aba: extract_entropy account returned: 16 
[    5.046308] random 0096 0000 0000 48494243 5d350aba: urand_change_num 1859 extract_buf: pool_sig fffffe1b, data_sig 00000279, bytes_mixed 20 48494243 5d350aba
[    5.046313] random 0096 0000 0000 9e71e923 fad80ae3: urand_change_num 1860 extract_buf: pool_sig fffffc85, data_sig ffffffe7, bytes_mixed 20 9e71e923 fad80ae3
[    5.046938] random 0096 0000 0000 9e71e923 fad80ae3: rand_read_num 618 get_random_bytes(16): sig 000004fc 9e71e923 fad80ae3
[    5.046941] random 0096 0000 0000 9e71e923 fad80ae3: extract_entropy(.. 16 ..)
[    5.046944] random 0096 0000 0000 9e71e923 fad80ae3: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.046947] random 0096 0000 0000 9e71e923 fad80ae3: extract_entropy(.. 16 ..)
[    5.046949] random 0096 0000 0000 9e71e923 fad80ae3: trying to extract 128 bits from input
[    5.046951] random 0096 0000 0000 9e71e923 fad80ae3: debiting 0 entropy credits from input
[    5.046953] random 0096 0000 0000 9e71e923 fad80ae3: extract_entropy account returned: 0 
[    5.046957] random 0096 0000 0000 9e71e923 fad80ae3: urand_change_num 1861 xfer_secondary_pool(16): pool_sig 000004fc, data_sig 00000000, bytes_mixed 0 9e71e923 fad80ae3
[    5.046959] random 0096 0000 0000 9e71e923 fad80ae3: trying to extract 128 bits from nonblocking
[    5.046962] random 0096 0000 0000 9e71e923 fad80ae3: debiting 128 entropy credits from nonblocking (unlimited)
[    5.046964] random 0096 0000 0000 9e71e923 fad80ae3: extract_entropy account returned: 16 
[    5.046968] random 0096 0000 0000 9e71e923 fad80ae3: urand_change_num 1862 extract_buf: pool_sig 000004fc, data_sig 0000006c, bytes_mixed 20 9e71e923 fad80ae3
[    5.046973] random 0096 0000 0000 66807ff9 dfc72abc: urand_change_num 1863 extract_buf: pool_sig 00000102, data_sig 00000146, bytes_mixed 20 66807ff9 dfc72abc
[    5.047323] random 0096 0000 0000 db09e510 c13b703a: rand_read_num 619 get_random_bytes(16): sig 00000166 db09e510 c13b703a
[    5.047326] random 0096 0000 0000 db09e510 c13b703a: extract_entropy(.. 16 ..)
[    5.047329] random 0096 0000 0000 db09e510 c13b703a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.047331] random 0096 0000 0000 db09e510 c13b703a: extract_entropy(.. 16 ..)
[    5.047333] random 0096 0000 0000 db09e510 c13b703a: trying to extract 128 bits from input
[    5.047336] random 0096 0000 0000 db09e510 c13b703a: debiting 0 entropy credits from input
[    5.047338] random 0096 0000 0000 db09e510 c13b703a: extract_entropy account returned: 0 
[    5.047341] random 0096 0000 0000 db09e510 c13b703a: urand_change_num 1864 xfer_secondary_pool(16): pool_sig 00000166, data_sig 00000000, bytes_mixed 0 db09e510 c13b703a
[    5.047344] random 0096 0000 0000 db09e510 c13b703a: trying to extract 128 bits from nonblocking
[    5.047346] random 0096 0000 0000 db09e510 c13b703a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.047348] random 0096 0000 0000 db09e510 c13b703a: extract_entropy account returned: 16 
[    5.047352] random 0096 0000 0000 db09e510 c13b703a: urand_change_num 1865 extract_buf: pool_sig 00000166, data_sig 00000219, bytes_mixed 20 db09e510 c13b703a
[    5.047357] random 0096 0000 0000 db09e510 c13b703a: urand_change_num 1866 extract_buf: pool_sig fffffe94, data_sig 00000092, bytes_mixed 20 db09e510 c13b703a
[    5.048415] RANDOM get_random_int call with cycles 39175010972791, jiffies 4294893556 and pid 1
[    5.048724] random 0096 0000 0000 01ffdc2f 5bfd53d5: rand_read_num 620 get_random_bytes(16): sig 000002f0 01ffdc2f 5bfd53d5
[    5.048729] random 0096 0000 0000 01ffdc2f 5bfd53d5: extract_entropy(.. 16 ..)
[    5.048732] random 0096 0000 0000 01ffdc2f 5bfd53d5: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.048734] random 0096 0000 0000 01ffdc2f 5bfd53d5: extract_entropy(.. 16 ..)
[    5.048737] random 0096 0000 0000 01ffdc2f 5bfd53d5: trying to extract 128 bits from input
[    5.048739] random 0096 0000 0000 01ffdc2f 5bfd53d5: debiting 0 entropy credits from input
[    5.048741] random 0096 0000 0000 01ffdc2f 5bfd53d5: extract_entropy account returned: 0 
[    5.048744] random 0096 0000 0000 01ffdc2f 5bfd53d5: urand_change_num 1867 xfer_secondary_pool(16): pool_sig 000002f0, data_sig 00000000, bytes_mixed 0 01ffdc2f 5bfd53d5
[    5.048747] random 0096 0000 0000 01ffdc2f 5bfd53d5: trying to extract 128 bits from nonblocking
[    5.048750] random 0096 0000 0000 01ffdc2f 5bfd53d5: debiting 128 entropy credits from nonblocking (unlimited)
[    5.048752] random 0096 0000 0000 01ffdc2f 5bfd53d5: extract_entropy account returned: 16 
[    5.048756] random 0096 0000 0000 01ffdc2f 5bfd53d5: urand_change_num 1868 extract_buf: pool_sig 000002f0, data_sig 000000a7, bytes_mixed 20 01ffdc2f 5bfd53d5
[    5.048760] random 0096 0000 0000 0dea5db7 314ad1ac: urand_change_num 1869 extract_buf: pool_sig 0000012e, data_sig fffffca5, bytes_mixed 20 0dea5db7 314ad1ac
