
<7>[    3.371917] random 0031 0000 0000 cadf44cd e6e5b548: add_timer_randomness(.. 8388864) with jiffies: 16272799613235158608, cycles: -2173944464769282691
[    4.646713] random 0076 0000 0000 2aa1a2f8 1fd951ea: add_disk_randomness(8:0) 2aa1a2f8 1fd951ea
[    4.646717] random 0076 0000 0000 2aa1a2f8 1fd951ea: add_timer_randomness(.. 8388864) with jiffies: 10956426512277888912, cycles: -7490317565726552706
[    4.647620] random 0076 0000 0000 2aa1a2f8 1fd951ea: rand_read_num 420 get_random_bytes(16): sig fffff89d 2aa1a2f8 1fd951ea
[    4.647623] random 0076 0000 0000 2aa1a2f8 1fd951ea: extract_entropy(.. 16 ..)
[    4.647626] random 0076 0000 0000 2aa1a2f8 1fd951ea: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.647628] random 0076 0000 0000 2aa1a2f8 1fd951ea: extract_entropy(.. 16 ..)
[    4.647631] random 0076 0000 0000 2aa1a2f8 1fd951ea: trying to extract 128 bits from input
[    4.647633] random 0076 0000 0000 2aa1a2f8 1fd951ea: debiting 0 entropy credits from input
[    4.647635] random 0076 0000 0000 2aa1a2f8 1fd951ea: extract_entropy account returned: 0 
[    4.647638] random 0076 0000 0000 2aa1a2f8 1fd951ea: urand_change_num 1267 xfer_secondary_pool(16): pool_sig fffff89d, data_sig 00000000, bytes_mixed 0 2aa1a2f8 1fd951ea
[    4.647641] random 0076 0000 0000 2aa1a2f8 1fd951ea: trying to extract 128 bits from nonblocking
[    4.647644] random 0076 0000 0000 2aa1a2f8 1fd951ea: debiting 128 entropy credits from nonblocking (unlimited)
[    4.647666] random 0076 0000 0000 2aa1a2f8 1fd951ea: add_disk_randomness(8:0) 2aa1a2f8 1fd951ea
[    4.647669] random 0076 0000 0000 2aa1a2f8 1fd951ea: add_timer_randomness(.. 8388864) with jiffies: 10966233550407262096, cycles: -7480510527597179522
[    4.647678] random 0076 0000 0000 2aa1a2f8 1fd951ea: extract_entropy account returned: 16 
[    4.647682] random 0076 0000 0000 2aa1a2f8 1fd951ea: urand_change_num 1268 extract_buf: pool_sig fffff89d, data_sig 000001d5, bytes_mixed 20 2aa1a2f8 1fd951ea
[    4.647686] random 0076 0000 0000 de32c819 74d4aa93: urand_change_num 1269 extract_buf: pool_sig fffffcdd, data_sig 000002ab, bytes_mixed 20 de32c819 74d4aa93
[    4.652109] random 0076 0000 0000 de32c819 74d4aa93: add_disk_randomness(8:0) de32c819 74d4aa93
[    4.652114] random 0076 0000 0000 de32c819 74d4aa93: add_timer_randomness(.. 8388864) with jiffies: 11012012580318142353, cycles: -7434731497686299266
[    4.653201] random 0076 0000 0000 de32c819 74d4aa93: add_disk_randomness(8:0) de32c819 74d4aa93
[    4.653205] random 0076 0000 0000 de32c819 74d4aa93: add_timer_randomness(.. 8388864) with jiffies: 11023251762407464849, cycles: -7423492315596976770
[    4.654275] random 0076 0000 0000 de32c819 74d4aa93: add_disk_randomness(8:0) de32c819 74d4aa93
[    4.654281] random 0076 0000 0000 de32c819 74d4aa93: add_timer_randomness(.. 8388864) with jiffies: 11034321877404147601, cycles: -7412422200600294018
[    4.654387] random 0076 0000 0000 de32c819 74d4aa93: add_disk_randomness(8:0) de32c819 74d4aa93
[    4.654391] random 0076 0000 0000 de32c819 74d4aa93: add_timer_randomness(.. 8388864) with jiffies: 11035462551998488465, cycles: -7411281526005953154
[    4.654853] random 0076 0000 0000 de32c819 74d4aa93: add_disk_randomness(8:0) de32c819 74d4aa93
[    4.654858] random 0076 0000 0000 de32c819 74d4aa93: add_timer_randomness(.. 8388864) with jiffies: 11040273027039158162, cycles: -7406471050965283458
[    4.655103] random 0076 0000 0000 de32c819 74d4aa93: rand_read_num 421 get_random_bytes(16): sig ffffff76 de32c819 74d4aa93
[    4.655106] random 0076 0000 0000 de32c819 74d4aa93: extract_entropy(.. 16 ..)
[    4.655109] random 0076 0000 0000 de32c819 74d4aa93: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.655111] random 0076 0000 0000 de32c819 74d4aa93: extract_entropy(.. 16 ..)
[    4.655114] random 0076 0000 0000 de32c819 74d4aa93: trying to extract 128 bits from input
[    4.655116] random 0076 0000 0000 de32c819 74d4aa93: debiting 0 entropy credits from input
[    4.655119] random 0076 0000 0000 de32c819 74d4aa93: extract_entropy account returned: 0 
[    4.655125] random 0076 0000 0000 de32c819 74d4aa93: urand_change_num 1270 xfer_secondary_pool(16): pool_sig ffffff76, data_sig 00000000, bytes_mixed 0 de32c819 74d4aa93
[    4.655128] random 0076 0000 0000 de32c819 74d4aa93: trying to extract 128 bits from nonblocking
[    4.655131] random 0076 0000 0000 de32c819 74d4aa93: debiting 128 entropy credits from nonblocking (unlimited)
[    4.655134] random 0076 0000 0000 de32c819 74d4aa93: extract_entropy account returned: 16 
[    4.655137] random 0076 0000 0000 de32c819 74d4aa93: urand_change_num 1271 extract_buf: pool_sig ffffff76, data_sig ffffff9d, bytes_mixed 20 de32c819 74d4aa93
[    4.655142] random 0076 0000 0000 de1015cb d176a2a4: urand_change_num 1272 extract_buf: pool_sig 000001a2, data_sig 000000e2, bytes_mixed 20 de1015cb d176a2a4
[    4.655753] random 0076 0000 0000 de1015cb d176a2a4: add_disk_randomness(8:0) de1015cb d176a2a4
[    4.655757] random 0076 0000 0000 de1015cb d176a2a4: add_timer_randomness(.. 8388864) with jiffies: 11049538663066034066, cycles: -7397205414938407554
[    4.656471] random 0076 0000 0000 de1015cb d176a2a4: add_disk_randomness(8:0) de1015cb d176a2a4
[    4.656475] random 0076 0000 0000 de1015cb d176a2a4: add_timer_randomness(.. 8388864) with jiffies: 11056933119280996242, cycles: -7389810958723445378
[    4.657043] random 0076 0000 0000 de1015cb d176a2a4: add_disk_randomness(8:0) de1015cb d176a2a4
[    4.657048] random 0076 0000 0000 de1015cb d176a2a4: add_timer_randomness(.. 8388864) with jiffies: 11062829289039650706, cycles: -7383914788964790914
[    4.657206] random 0076 0000 0000 de1015cb d176a2a4: add_disk_randomness(8:0) de1015cb d176a2a4
[    4.657212] random 0076 0000 0000 de1015cb d176a2a4: add_timer_randomness(.. 8388864) with jiffies: 11064509660634472338, cycles: -7382234417369969282
[    4.658873] lp0: using parport0 (interrupt-driven).
[    4.663828] random 0076 0000 0000 de1015cb d176a2a4: rand_read_num 422 get_random_bytes(16): sig fffffc93 de1015cb d176a2a4
[    4.663831] random 0076 0000 0000 de1015cb d176a2a4: extract_entropy(.. 16 ..)
[    4.663835] random 0076 0000 0000 de1015cb d176a2a4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.663837] random 0076 0000 0000 de1015cb d176a2a4: extract_entropy(.. 16 ..)
[    4.663840] random 0076 0000 0000 de1015cb d176a2a4: trying to extract 128 bits from input
[    4.663842] random 0076 0000 0000 de1015cb d176a2a4: debiting 0 entropy credits from input
[    4.663844] random 0076 0000 0000 de1015cb d176a2a4: extract_entropy account returned: 0 
[    4.663847] random 0076 0000 0000 de1015cb d176a2a4: urand_change_num 1273 xfer_secondary_pool(16): pool_sig fffffc93, data_sig 00000000, bytes_mixed 0 de1015cb d176a2a4
[    4.663850] random 0076 0000 0000 de1015cb d176a2a4: trying to extract 128 bits from nonblocking
[    4.663853] random 0076 0000 0000 de1015cb d176a2a4: debiting 128 entropy credits from nonblocking (unlimited)
[    4.663855] random 0076 0000 0000 de1015cb d176a2a4: extract_entropy account returned: 16 
[    4.663859] random 0076 0000 0000 de1015cb d176a2a4: urand_change_num 1274 extract_buf: pool_sig fffffc93, data_sig ffffffab, bytes_mixed 20 de1015cb d176a2a4
[    4.663864] random 0076 0000 0000 a98a10f7 f0df84d2: urand_change_num 1275 extract_buf: pool_sig fffff5fb, data_sig ffffffd5, bytes_mixed 20 a98a10f7 f0df84d2
[    4.665698] random 0076 0000 0000 c56878c6 a5d32224: rand_read_num 423 get_random_bytes(16): sig fffffe21 c56878c6 a5d32224
[    4.665702] random 0076 0000 0000 c56878c6 a5d32224: extract_entropy(.. 16 ..)
[    4.665705] random 0076 0000 0000 c56878c6 a5d32224: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.665707] random 0076 0000 0000 c56878c6 a5d32224: extract_entropy(.. 16 ..)
[    4.665709] random 0076 0000 0000 c56878c6 a5d32224: trying to extract 128 bits from input
[    4.665712] random 0076 0000 0000 c56878c6 a5d32224: debiting 0 entropy credits from input
[    4.665714] random 0076 0000 0000 c56878c6 a5d32224: extract_entropy account returned: 0 
[    4.665717] random 0076 0000 0000 c56878c6 a5d32224: urand_change_num 1276 xfer_secondary_pool(16): pool_sig fffffe21, data_sig 00000000, bytes_mixed 0 c56878c6 a5d32224
[    4.665720] random 0076 0000 0000 c56878c6 a5d32224: trying to extract 128 bits from nonblocking
[    4.665723] random 0076 0000 0000 c56878c6 a5d32224: debiting 128 entropy credits from nonblocking (unlimited)
[    4.665725] random 0076 0000 0000 c56878c6 a5d32224: extract_entropy account returned: 16 
[    4.665729] random 0076 0000 0000 c56878c6 a5d32224: urand_change_num 1277 extract_buf: pool_sig fffffe21, data_sig 0000018b, bytes_mixed 20 c56878c6 a5d32224
[    4.665735] random 0076 0000 0000 c56878c6 a5d32224: urand_change_num 1278 extract_buf: pool_sig 00000050, data_sig 0000019b, bytes_mixed 20 c56878c6 a5d32224
[    4.666448] random 0076 0000 0000 b17b6675 2f25cf05: add_disk_randomness(8:0) b17b6675 2f25cf05
[    4.666452] random 0076 0000 0000 b17b6675 2f25cf05: add_timer_randomness(.. 8388864) with jiffies: 11159692896192356244, cycles: -7287051181812085378
[    4.666456] random 0076 0000 0000 b17b6675 2f25cf05: added 1 entropy credits to input
[    4.666906] random 0077 0000 0000 b17b6675 2f25cf05: rand_read_num 424 get_random_bytes(16): sig 00000253 b17b6675 2f25cf05
[    4.666909] random 0077 0000 0000 b17b6675 2f25cf05: extract_entropy(.. 16 ..)
[    4.666912] random 0077 0000 0000 b17b6675 2f25cf05: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.666914] random 0077 0000 0000 b17b6675 2f25cf05: extract_entropy(.. 16 ..)
[    4.666917] random 0077 0000 0000 b17b6675 2f25cf05: trying to extract 128 bits from input
[    4.666919] random 0077 0000 0000 b17b6675 2f25cf05: debiting 0 entropy credits from input
[    4.666921] random 0077 0000 0000 b17b6675 2f25cf05: extract_entropy account returned: 0 
[    4.666924] random 0077 0000 0000 b17b6675 2f25cf05: urand_change_num 1279 xfer_secondary_pool(16): pool_sig 00000253, data_sig 00000000, bytes_mixed 0 b17b6675 2f25cf05
[    4.666927] random 0077 0000 0000 b17b6675 2f25cf05: trying to extract 128 bits from nonblocking
[    4.666930] random 0077 0000 0000 b17b6675 2f25cf05: debiting 128 entropy credits from nonblocking (unlimited)
[    4.666932] random 0077 0000 0000 b17b6675 2f25cf05: extract_entropy account returned: 16 
[    4.666936] random 0077 0000 0000 b17b6675 2f25cf05: urand_change_num 1280 extract_buf: pool_sig 00000253, data_sig 000000a2, bytes_mixed 20 b17b6675 2f25cf05
[    4.666940] random 0077 0000 0000 3b092c6a 31063042: urand_change_num 1281 extract_buf: pool_sig fffffcdd, data_sig fffffde3, bytes_mixed 20 3b092c6a 31063042
[    4.667574] random 0077 0000 0000 3b092c6a 31063042: add_disk_randomness(8:0) 3b092c6a 31063042
[    4.667579] random 0077 0000 0000 3b092c6a 31063042: add_timer_randomness(.. 8388864) with jiffies: 11171297180566609813, cycles: -7275446897437831810
[    4.668065] random 0077 0000 0000 3b092c6a 31063042: add_disk_randomness(8:0) 3b092c6a 31063042
[    4.668070] random 0077 0000 0000 3b092c6a 31063042: add_timer_randomness(.. 8388864) with jiffies: 11176352988434194325, cycles: -7270391089570247298
[    4.668257] random 0077 0000 0000 3b092c6a 31063042: add_disk_randomness(8:0) 3b092c6a 31063042
[    4.668261] random 0077 0000 0000 3b092c6a 31063042: add_timer_randomness(.. 8388864) with jiffies: 11178322175104835477, cycles: -7268421902899606146
[    4.668580] random 0077 0000 0000 3b092c6a 31063042: rand_read_num 425 get_random_bytes(16): sig 00000570 3b092c6a 31063042
[    4.668583] random 0077 0000 0000 3b092c6a 31063042: extract_entropy(.. 16 ..)
[    4.668586] random 0077 0000 0000 3b092c6a 31063042: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.668588] random 0077 0000 0000 3b092c6a 31063042: extract_entropy(.. 16 ..)
[    4.668590] random 0077 0000 0000 3b092c6a 31063042: trying to extract 128 bits from input
[    4.668592] random 0077 0000 0000 3b092c6a 31063042: debiting 0 entropy credits from input
[    4.668595] random 0077 0000 0000 3b092c6a 31063042: extract_entropy account returned: 0 
[    4.668598] random 0077 0000 0000 3b092c6a 31063042: urand_change_num 1282 xfer_secondary_pool(16): pool_sig 00000570, data_sig 00000000, bytes_mixed 0 3b092c6a 31063042
[    4.668601] random 0077 0000 0000 3b092c6a 31063042: trying to extract 128 bits from nonblocking
[    4.668603] random 0077 0000 0000 3b092c6a 31063042: debiting 128 entropy credits from nonblocking (unlimited)
[    4.668605] random 0077 0000 0000 3b092c6a 31063042: extract_entropy account returned: 16 
[    4.668609] random 0077 0000 0000 3b092c6a 31063042: urand_change_num 1283 extract_buf: pool_sig 00000570, data_sig 0000004d, bytes_mixed 20 3b092c6a 31063042
[    4.668614] random 0077 0000 0000 9aa711e2 ea29fe4f: urand_change_num 1284 extract_buf: pool_sig 000004c0, data_sig fffffeab, bytes_mixed 20 9aa711e2 ea29fe4f
[    4.669016] random 0077 0000 0000 9aa711e2 ea29fe4f: add_disk_randomness(8:0) 9aa711e2 ea29fe4f
[    4.669020] random 0077 0000 0000 9aa711e2 ea29fe4f: add_timer_randomness(.. 8388864) with jiffies: 11186137022718730133, cycles: -7260607055285711490
[    4.669721] random 0077 0000 0000 9aa711e2 ea29fe4f: rand_read_num 426 get_random_bytes(16): sig fffffffe 9aa711e2 ea29fe4f
[    4.669724] random 0077 0000 0000 9aa711e2 ea29fe4f: extract_entropy(.. 16 ..)
[    4.669727] random 0077 0000 0000 9aa711e2 ea29fe4f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.669730] random 0077 0000 0000 9aa711e2 ea29fe4f: extract_entropy(.. 16 ..)
[    4.669732] random 0077 0000 0000 9aa711e2 ea29fe4f: trying to extract 128 bits from input
[    4.669734] random 0077 0000 0000 9aa711e2 ea29fe4f: debiting 0 entropy credits from input
[    4.669736] random 0077 0000 0000 9aa711e2 ea29fe4f: extract_entropy account returned: 0 
[    4.669740] random 0077 0000 0000 9aa711e2 ea29fe4f: urand_change_num 1285 xfer_secondary_pool(16): pool_sig fffffffe, data_sig 00000000, bytes_mixed 0 9aa711e2 ea29fe4f
[    4.669742] random 0077 0000 0000 9aa711e2 ea29fe4f: trying to extract 128 bits from nonblocking
[    4.669745] random 0077 0000 0000 9aa711e2 ea29fe4f: debiting 128 entropy credits from nonblocking (unlimited)
[    4.669747] random 0077 0000 0000 9aa711e2 ea29fe4f: extract_entropy account returned: 16 
[    4.669751] random 0077 0000 0000 9aa711e2 ea29fe4f: urand_change_num 1286 extract_buf: pool_sig fffffffe, data_sig 0000017b, bytes_mixed 20 9aa711e2 ea29fe4f
[    4.669756] random 0077 0000 0000 82c31b5b e4136844: urand_change_num 1287 extract_buf: pool_sig ffffffcd, data_sig 00000176, bytes_mixed 20 82c31b5b e4136844
[    4.670406] random 0077 0000 0000 214230bb cfddd66b: rand_read_num 427 get_random_bytes(16): sig 00000264 214230bb cfddd66b
[    4.670408] random 0077 0000 0000 214230bb cfddd66b: extract_entropy(.. 16 ..)
[    4.670411] random 0077 0000 0000 214230bb cfddd66b: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.670413] random 0077 0000 0000 214230bb cfddd66b: extract_entropy(.. 16 ..)
[    4.670416] random 0077 0000 0000 214230bb cfddd66b: trying to extract 128 bits from input
[    4.670418] random 0077 0000 0000 214230bb cfddd66b: debiting 0 entropy credits from input
[    4.670420] random 0077 0000 0000 214230bb cfddd66b: extract_entropy account returned: 0 
[    4.670423] random 0077 0000 0000 214230bb cfddd66b: urand_change_num 1288 xfer_secondary_pool(16): pool_sig 00000264, data_sig 00000000, bytes_mixed 0 214230bb cfddd66b
[    4.670426] random 0077 0000 0000 214230bb cfddd66b: trying to extract 128 bits from nonblocking
[    4.670429] random 0077 0000 0000 214230bb cfddd66b: debiting 128 entropy credits from nonblocking (unlimited)
[    4.670431] random 0077 0000 0000 214230bb cfddd66b: extract_entropy account returned: 16 
[    4.670435] random 0077 0000 0000 214230bb cfddd66b: urand_change_num 1289 extract_buf: pool_sig 00000264, data_sig ffffff88, bytes_mixed 20 214230bb cfddd66b
[    4.670439] random 0077 0000 0000 214230bb cfddd66b: urand_change_num 1290 extract_buf: pool_sig fffffcad, data_sig 000001e5, bytes_mixed 20 214230bb cfddd66b
[    4.672909] random 0077 0000 0000 33c0b48e a989c669: rand_read_num 428 get_random_bytes(16): sig fffffc24 33c0b48e a989c669
[    4.672912] random 0077 0000 0000 33c0b48e a989c669: extract_entropy(.. 16 ..)
[    4.672915] random 0077 0000 0000 33c0b48e a989c669: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    4.672918] random 0077 0000 0000 33c0b48e a989c669: extract_entropy(.. 16 ..)
[    4.672920] random 0077 0000 0000 33c0b48e a989c669: trying to extract 128 bits from input
[    4.672923] random 0077 0000 0000 33c0b48e a989c669: debiting 0 entropy credits from input
[    4.672925] random 0077 0000 0000 33c0b48e a989c669: extract_entropy account returned: 0 
[    4.672928] random 0077 0000 0000 33c0b48e a989c669: urand_change_num 1291 xfer_secondary_pool(16): pool_sig fffffc24, data_sig 00000000, bytes_mixed 0 33c0b48e a989c669
[    4.672931] random 0077 0000 0000 33c0b48e a989c669: trying to extract 128 bits from nonblocking
[    4.672933] random 0077 0000 0000 33c0b48e a989c669: debiting 128 entropy credits from nonblocking (unlimited)
[    4.672936] random 0077 0000 0000 33c0b48e a989c669: extract_entropy account returned: 16 
[    4.672939] random 0077 0000 0000 33c0b48e a989c669: urand_change_num 1292 extract_buf: pool_sig fffffc24, data_sig ffffff90, bytes_mixed 20 33c0b48e a989c669
[    4.672944] random 0077 0000 0000 6d62cb39 508cfba1: urand_change_num 1293 extract_buf: pool_sig fffffd29, data_sig 0000009a, bytes_mixed 20 6d62cb39 508cfba1
[    4.673575] random 0077 0000 0000 6d62cb39 508cfba1: rand_read_num 429 get_random_bytes(16): sig fffffcef 6d62cb39 508cfba1
[    4.673578] random 0077 0000 0000 6d62cb39 508cfba1: extract_entropy(.. 16 ..)
