
<7>[    3.824576] random 0034 0000 0000 cadf44cd e6e5b548: add_timer_randomness(.. 8388864) with jiffies: 5929299877950316225, cycles: 5929299873655426759
[    5.245643] random 0078 0000 0000 96c7aa87 e2875cc9: urand_change_num 1453 extract_buf: pool_sig fffffa5b, data_sig 000000cb, bytes_mixed 20 96c7aa87 e2875cc9
[    5.253737] random 0078 0000 0000 dfaceb1c 7817706f: rand_read_num 482 get_random_bytes(16): sig 00000008 dfaceb1c 7817706f
[    5.253740] random 0078 0000 0000 dfaceb1c 7817706f: extract_entropy(.. 16 ..)
[    5.253743] random 0078 0000 0000 dfaceb1c 7817706f: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.253746] random 0078 0000 0000 dfaceb1c 7817706f: extract_entropy(.. 16 ..)
[    5.253748] random 0078 0000 0000 dfaceb1c 7817706f: trying to extract 128 bits from input
[    5.253750] random 0078 0000 0000 dfaceb1c 7817706f: debiting 0 entropy credits from input
[    5.253753] random 0078 0000 0000 dfaceb1c 7817706f: extract_entropy account returned: 0 
[    5.253756] random 0078 0000 0000 dfaceb1c 7817706f: urand_change_num 1454 xfer_secondary_pool(16): pool_sig 00000008, data_sig 00000000, bytes_mixed 0 dfaceb1c 7817706f
[    5.253759] random 0078 0000 0000 dfaceb1c 7817706f: trying to extract 128 bits from nonblocking
[    5.253761] random 0078 0000 0000 dfaceb1c 7817706f: debiting 128 entropy credits from nonblocking (unlimited)
[    5.253763] random 0078 0000 0000 dfaceb1c 7817706f: extract_entropy account returned: 16 
[    5.253767] random 0078 0000 0000 dfaceb1c 7817706f: urand_change_num 1455 extract_buf: pool_sig 00000008, data_sig fffffe74, bytes_mixed 20 dfaceb1c 7817706f
[    5.253772] random 0078 0000 0000 877eb373 e0ab1604: urand_change_num 1456 extract_buf: pool_sig fffffdad, data_sig ffffffae, bytes_mixed 20 877eb373 e0ab1604
[    5.253932] random 0078 0000 0000 877eb373 e0ab1604: add_disk_randomness(8:0) 877eb373 e0ab1604
[    5.253936] random 0078 0000 0000 877eb373 e0ab1604: add_timer_randomness(.. 8388864) with jiffies: 2204811471307595815, cycles: 2204811467012705992
[    5.261645] random 0078 0000 0000 877eb373 e0ab1604: add_disk_randomness(8:0) 877eb373 e0ab1604
[    5.261649] random 0078 0000 0000 877eb373 e0ab1604: add_timer_randomness(.. 8388864) with jiffies: 2284257774894243881, cycles: 2284257770599354056
[    5.263764] RANDOM get_random_int call with cycles 16252693162458, jiffies 4294893609 and pid 1
[    5.263985] random 0078 0000 0000 877eb373 e0ab1604: rand_read_num 483 get_random_bytes(16): sig fffffd07 877eb373 e0ab1604
[    5.263988] random 0078 0000 0000 877eb373 e0ab1604: extract_entropy(.. 16 ..)
[    5.263991] random 0078 0000 0000 877eb373 e0ab1604: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.263994] random 0078 0000 0000 877eb373 e0ab1604: extract_entropy(.. 16 ..)
[    5.263996] random 0078 0000 0000 877eb373 e0ab1604: trying to extract 128 bits from input
[    5.263999] random 0078 0000 0000 877eb373 e0ab1604: debiting 0 entropy credits from input
[    5.264001] random 0078 0000 0000 877eb373 e0ab1604: extract_entropy account returned: 0 
[    5.264005] random 0078 0000 0000 877eb373 e0ab1604: urand_change_num 1457 xfer_secondary_pool(16): pool_sig fffffd07, data_sig 00000000, bytes_mixed 0 877eb373 e0ab1604
[    5.264007] random 0078 0000 0000 877eb373 e0ab1604: trying to extract 128 bits from nonblocking
[    5.264010] random 0078 0000 0000 877eb373 e0ab1604: debiting 128 entropy credits from nonblocking (unlimited)
[    5.264012] random 0078 0000 0000 877eb373 e0ab1604: extract_entropy account returned: 16 
[    5.264016] random 0078 0000 0000 877eb373 e0ab1604: urand_change_num 1458 extract_buf: pool_sig fffffd07, data_sig 00000215, bytes_mixed 20 877eb373 e0ab1604
[    5.264021] random 0078 0000 0000 a56edb54 31524a0b: urand_change_num 1459 extract_buf: pool_sig ffffff74, data_sig ffffff9b, bytes_mixed 20 a56edb54 31524a0b
[    5.264750] random 0078 0000 0000 11b7342a 2773cc2a: rand_read_num 484 get_random_bytes(16): sig fffffc99 11b7342a 2773cc2a
[    5.264754] random 0078 0000 0000 11b7342a 2773cc2a: extract_entropy(.. 16 ..)
[    5.264757] random 0078 0000 0000 11b7342a 2773cc2a: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.264759] random 0078 0000 0000 11b7342a 2773cc2a: extract_entropy(.. 16 ..)
[    5.264762] random 0078 0000 0000 11b7342a 2773cc2a: trying to extract 128 bits from input
[    5.264765] random 0078 0000 0000 11b7342a 2773cc2a: debiting 0 entropy credits from input
[    5.264767] random 0078 0000 0000 11b7342a 2773cc2a: extract_entropy account returned: 0 
[    5.264770] random 0078 0000 0000 11b7342a 2773cc2a: urand_change_num 1460 xfer_secondary_pool(16): pool_sig fffffc99, data_sig 00000000, bytes_mixed 0 11b7342a 2773cc2a
[    5.264773] random 0078 0000 0000 11b7342a 2773cc2a: trying to extract 128 bits from nonblocking
[    5.264776] random 0078 0000 0000 11b7342a 2773cc2a: debiting 128 entropy credits from nonblocking (unlimited)
[    5.264778] random 0078 0000 0000 11b7342a 2773cc2a: extract_entropy account returned: 16 
[    5.264782] random 0078 0000 0000 11b7342a 2773cc2a: urand_change_num 1461 extract_buf: pool_sig fffffc99, data_sig fffffbd6, bytes_mixed 20 11b7342a 2773cc2a
[    5.264786] random 0078 0000 0000 11b7342a 2773cc2a: urand_change_num 1462 extract_buf: pool_sig fffffb56, data_sig ffffffd4, bytes_mixed 20 11b7342a 2773cc2a
[    5.265556] random 0078 0000 0000 796abd45 ede096a6: rand_read_num 485 get_random_bytes(16): sig fffffca0 796abd45 ede096a6
[    5.265559] random 0078 0000 0000 796abd45 ede096a6: extract_entropy(.. 16 ..)
[    5.265562] random 0078 0000 0000 796abd45 ede096a6: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.265564] random 0078 0000 0000 796abd45 ede096a6: extract_entropy(.. 16 ..)
[    5.265566] random 0078 0000 0000 796abd45 ede096a6: trying to extract 128 bits from input
[    5.265569] random 0078 0000 0000 796abd45 ede096a6: debiting 0 entropy credits from input
[    5.265571] random 0078 0000 0000 796abd45 ede096a6: extract_entropy account returned: 0 
[    5.265574] random 0078 0000 0000 796abd45 ede096a6: urand_change_num 1463 xfer_secondary_pool(16): pool_sig fffffca0, data_sig 00000000, bytes_mixed 0 796abd45 ede096a6
[    5.265577] random 0078 0000 0000 796abd45 ede096a6: trying to extract 128 bits from nonblocking
[    5.265580] random 0078 0000 0000 796abd45 ede096a6: debiting 128 entropy credits from nonblocking (unlimited)
[    5.265592] random 0078 0000 0000 796abd45 ede096a6: extract_entropy account returned: 16 
[    5.265597] random 0078 0000 0000 796abd45 ede096a6: urand_change_num 1464 extract_buf: pool_sig fffffca0, data_sig fffffeac, bytes_mixed 20 796abd45 ede096a6
[    5.265601] random 0078 0000 0000 796abd45 ede096a6: urand_change_num 1465 extract_buf: pool_sig ffffff0c, data_sig 000000b1, bytes_mixed 20 796abd45 ede096a6
[    5.266004] random 0078 0000 0000 1c9c7665 17c51143: add_disk_randomness(8:0) 1c9c7665 17c51143
[    5.266008] random 0078 0000 0000 1c9c7665 17c51143: add_timer_randomness(.. 8388864) with jiffies: 2329148072992366634, cycles: 2329148068697476808
[    5.270222] random 0078 0000 0000 1c9c7665 17c51143: rand_read_num 486 get_random_bytes(16): sig 000000fe 1c9c7665 17c51143
[    5.270225] random 0078 0000 0000 1c9c7665 17c51143: extract_entropy(.. 16 ..)
[    5.270228] random 0078 0000 0000 1c9c7665 17c51143: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.270231] random 0078 0000 0000 1c9c7665 17c51143: extract_entropy(.. 16 ..)
[    5.270233] random 0078 0000 0000 1c9c7665 17c51143: trying to extract 128 bits from input
[    5.270236] random 0078 0000 0000 1c9c7665 17c51143: debiting 0 entropy credits from input
[    5.270238] random 0078 0000 0000 1c9c7665 17c51143: extract_entropy account returned: 0 
[    5.270241] random 0078 0000 0000 1c9c7665 17c51143: urand_change_num 1466 xfer_secondary_pool(16): pool_sig 000000fe, data_sig 00000000, bytes_mixed 0 1c9c7665 17c51143
[    5.270244] random 0078 0000 0000 1c9c7665 17c51143: trying to extract 128 bits from nonblocking
[    5.270247] random 0078 0000 0000 1c9c7665 17c51143: debiting 128 entropy credits from nonblocking (unlimited)
[    5.270249] random 0078 0000 0000 1c9c7665 17c51143: extract_entropy account returned: 16 
[    5.270253] random 0078 0000 0000 1c9c7665 17c51143: urand_change_num 1467 extract_buf: pool_sig 000000fe, data_sig fffffffb, bytes_mixed 20 1c9c7665 17c51143
[    5.270257] random 0078 0000 0000 3bf3b41a d8d91faa: urand_change_num 1468 extract_buf: pool_sig fffffeeb, data_sig fffffed1, bytes_mixed 20 3bf3b41a d8d91faa
[    5.270788] random 0078 0000 0000 3bf3b41a d8d91faa: rand_read_num 487 get_random_bytes(16): sig 0000035e 3bf3b41a d8d91faa
[    5.270791] random 0078 0000 0000 3bf3b41a d8d91faa: extract_entropy(.. 16 ..)
[    5.270794] random 0078 0000 0000 3bf3b41a d8d91faa: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.270796] random 0078 0000 0000 3bf3b41a d8d91faa: extract_entropy(.. 16 ..)
[    5.270798] random 0078 0000 0000 3bf3b41a d8d91faa: trying to extract 128 bits from input
[    5.270801] random 0078 0000 0000 3bf3b41a d8d91faa: debiting 0 entropy credits from input
[    5.270803] random 0078 0000 0000 3bf3b41a d8d91faa: extract_entropy account returned: 0 
[    5.270806] random 0078 0000 0000 3bf3b41a d8d91faa: urand_change_num 1469 xfer_secondary_pool(16): pool_sig 0000035e, data_sig 00000000, bytes_mixed 0 3bf3b41a d8d91faa
[    5.270809] random 0078 0000 0000 3bf3b41a d8d91faa: trying to extract 128 bits from nonblocking
[    5.270811] random 0078 0000 0000 3bf3b41a d8d91faa: debiting 128 entropy credits from nonblocking (unlimited)
[    5.270814] random 0078 0000 0000 3bf3b41a d8d91faa: extract_entropy account returned: 16 
[    5.270817] random 0078 0000 0000 3bf3b41a d8d91faa: urand_change_num 1470 extract_buf: pool_sig 0000035e, data_sig 00000055, bytes_mixed 20 3bf3b41a d8d91faa
[    5.270822] random 0078 0000 0000 dace2bc7 2868a46d: urand_change_num 1471 extract_buf: pool_sig 00000567, data_sig ffffff97, bytes_mixed 20 dace2bc7 2868a46d
[    5.281581] random 0078 0000 0000 94210692 6c5edaf5: rand_read_num 488 get_random_bytes(16): sig 00000059 94210692 6c5edaf5
[    5.281585] random 0078 0000 0000 94210692 6c5edaf5: extract_entropy(.. 16 ..)
[    5.281588] random 0078 0000 0000 94210692 6c5edaf5: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.281590] random 0078 0000 0000 94210692 6c5edaf5: extract_entropy(.. 16 ..)
[    5.281593] random 0078 0000 0000 94210692 6c5edaf5: trying to extract 128 bits from input
[    5.281595] random 0078 0000 0000 94210692 6c5edaf5: debiting 0 entropy credits from input
[    5.281612] random 0078 0000 0000 94210692 6c5edaf5: extract_entropy account returned: 0 
[    5.281615] random 0078 0000 0000 94210692 6c5edaf5: urand_change_num 1472 xfer_secondary_pool(16): pool_sig 00000059, data_sig 00000000, bytes_mixed 0 94210692 6c5edaf5
[    5.281618] random 0078 0000 0000 94210692 6c5edaf5: trying to extract 128 bits from nonblocking
[    5.281621] random 0078 0000 0000 94210692 6c5edaf5: debiting 128 entropy credits from nonblocking (unlimited)
[    5.281623] random 0078 0000 0000 94210692 6c5edaf5: extract_entropy account returned: 16 
[    5.281627] random 0078 0000 0000 94210692 6c5edaf5: urand_change_num 1473 extract_buf: pool_sig 00000059, data_sig 0000001f, bytes_mixed 20 94210692 6c5edaf5
[    5.281631] random 0078 0000 0000 94210692 6c5edaf5: urand_change_num 1474 extract_buf: pool_sig ffffffe2, data_sig ffffffb5, bytes_mixed 20 94210692 6c5edaf5
[    5.281910] random 0078 0000 0000 0ffff1c7 ef15198c: add_disk_randomness(8:0) 0ffff1c7 ef15198c
[    5.281914] random 0078 0000 0000 0ffff1c7 ef15198c: add_timer_randomness(.. 8388864) with jiffies: 2492982383637094446, cycles: 2492982379342204616
[    5.281926] random 0078 0000 0000 0ffff1c7 ef15198c: added 1 entropy credits to input
[    5.282501] ppdev: user-space parallel port driver
[    5.283188] RANDOM get_random_int call with cycles 16252739746061, jiffies 4294893614 and pid 1
[    5.283516] random 0079 0000 0000 0ffff1c7 ef15198c: rand_read_num 489 get_random_bytes(16): sig fffffe88 0ffff1c7 ef15198c
[    5.283519] random 0079 0000 0000 0ffff1c7 ef15198c: extract_entropy(.. 16 ..)
[    5.283522] random 0079 0000 0000 0ffff1c7 ef15198c: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.283524] random 0079 0000 0000 0ffff1c7 ef15198c: extract_entropy(.. 16 ..)
[    5.283527] random 0079 0000 0000 0ffff1c7 ef15198c: trying to extract 128 bits from input
[    5.283529] random 0079 0000 0000 0ffff1c7 ef15198c: debiting 0 entropy credits from input
[    5.283532] random 0079 0000 0000 0ffff1c7 ef15198c: extract_entropy account returned: 0 
[    5.283535] random 0079 0000 0000 0ffff1c7 ef15198c: urand_change_num 1475 xfer_secondary_pool(16): pool_sig fffffe88, data_sig 00000000, bytes_mixed 0 0ffff1c7 ef15198c
[    5.283538] random 0079 0000 0000 0ffff1c7 ef15198c: trying to extract 128 bits from nonblocking
[    5.283541] random 0079 0000 0000 0ffff1c7 ef15198c: debiting 128 entropy credits from nonblocking (unlimited)
[    5.283543] random 0079 0000 0000 0ffff1c7 ef15198c: extract_entropy account returned: 16 
[    5.283547] random 0079 0000 0000 0ffff1c7 ef15198c: urand_change_num 1476 extract_buf: pool_sig fffffe88, data_sig ffffff1d, bytes_mixed 20 0ffff1c7 ef15198c
[    5.283551] random 0079 0000 0000 0ffff1c7 ef15198c: urand_change_num 1477 extract_buf: pool_sig ffffff5e, data_sig fffffe82, bytes_mixed 20 0ffff1c7 ef15198c
[    5.284184] random 0079 0000 0000 e478efea 7248bfc6: rand_read_num 490 get_random_bytes(16): sig fffffdfd e478efea 7248bfc6
[    5.284187] random 0079 0000 0000 e478efea 7248bfc6: extract_entropy(.. 16 ..)
[    5.284189] random 0079 0000 0000 e478efea 7248bfc6: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.284192] random 0079 0000 0000 e478efea 7248bfc6: extract_entropy(.. 16 ..)
[    5.284194] random 0079 0000 0000 e478efea 7248bfc6: trying to extract 128 bits from input
[    5.284196] random 0079 0000 0000 e478efea 7248bfc6: debiting 0 entropy credits from input
[    5.284199] random 0079 0000 0000 e478efea 7248bfc6: extract_entropy account returned: 0 
[    5.284202] random 0079 0000 0000 e478efea 7248bfc6: urand_change_num 1478 xfer_secondary_pool(16): pool_sig fffffdfd, data_sig 00000000, bytes_mixed 0 e478efea 7248bfc6
[    5.284205] random 0079 0000 0000 e478efea 7248bfc6: trying to extract 128 bits from nonblocking
[    5.284207] random 0079 0000 0000 e478efea 7248bfc6: debiting 128 entropy credits from nonblocking (unlimited)
[    5.284209] random 0079 0000 0000 e478efea 7248bfc6: extract_entropy account returned: 16 
[    5.284213] random 0079 0000 0000 e478efea 7248bfc6: urand_change_num 1479 extract_buf: pool_sig fffffdfd, data_sig ffffff36, bytes_mixed 20 e478efea 7248bfc6
[    5.284218] random 0079 0000 0000 40418e94 4f2e9bac: urand_change_num 1480 extract_buf: pool_sig fffffc78, data_sig 00000066, bytes_mixed 20 40418e94 4f2e9bac
[    5.284740] random 0079 0000 0000 40418e94 4f2e9bac: rand_read_num 491 get_random_bytes(16): sig fffffecd 40418e94 4f2e9bac
[    5.284744] random 0079 0000 0000 40418e94 4f2e9bac: extract_entropy(.. 16 ..)
[    5.284747] random 0079 0000 0000 40418e94 4f2e9bac: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.284749] random 0079 0000 0000 40418e94 4f2e9bac: extract_entropy(.. 16 ..)
[    5.284751] random 0079 0000 0000 40418e94 4f2e9bac: trying to extract 128 bits from input
[    5.284754] random 0079 0000 0000 40418e94 4f2e9bac: debiting 0 entropy credits from input
[    5.284756] random 0079 0000 0000 40418e94 4f2e9bac: extract_entropy account returned: 0 
[    5.284759] random 0079 0000 0000 40418e94 4f2e9bac: urand_change_num 1481 xfer_secondary_pool(16): pool_sig fffffecd, data_sig 00000000, bytes_mixed 0 40418e94 4f2e9bac
[    5.284762] random 0079 0000 0000 40418e94 4f2e9bac: trying to extract 128 bits from nonblocking
[    5.284764] random 0079 0000 0000 40418e94 4f2e9bac: debiting 128 entropy credits from nonblocking (unlimited)
[    5.284767] random 0079 0000 0000 40418e94 4f2e9bac: extract_entropy account returned: 16 
[    5.284770] random 0079 0000 0000 40418e94 4f2e9bac: urand_change_num 1482 extract_buf: pool_sig fffffecd, data_sig 00000150, bytes_mixed 20 40418e94 4f2e9bac
[    5.284775] random 0079 0000 0000 71eeebf4 95902837: urand_change_num 1483 extract_buf: pool_sig 00000032, data_sig ffffff42, bytes_mixed 20 71eeebf4 95902837
[    5.285969] random 0079 0000 0000 0e964d3e 51051436: rand_read_num 492 get_random_bytes(16): sig 00000034 0e964d3e 51051436
[    5.285973] random 0079 0000 0000 0e964d3e 51051436: extract_entropy(.. 16 ..)
[    5.285976] random 0079 0000 0000 0e964d3e 51051436: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.285978] random 0079 0000 0000 0e964d3e 51051436: extract_entropy(.. 16 ..)
[    5.285981] random 0079 0000 0000 0e964d3e 51051436: trying to extract 128 bits from input
[    5.285983] random 0079 0000 0000 0e964d3e 51051436: debiting 0 entropy credits from input
[    5.285985] random 0079 0000 0000 0e964d3e 51051436: extract_entropy account returned: 0 
[    5.285988] random 0079 0000 0000 0e964d3e 51051436: urand_change_num 1484 xfer_secondary_pool(16): pool_sig 00000034, data_sig 00000000, bytes_mixed 0 0e964d3e 51051436
[    5.285991] random 0079 0000 0000 0e964d3e 51051436: trying to extract 128 bits from nonblocking
[    5.285994] random 0079 0000 0000 0e964d3e 51051436: debiting 128 entropy credits from nonblocking (unlimited)
[    5.285996] random 0079 0000 0000 0e964d3e 51051436: extract_entropy account returned: 16 
[    5.285999] random 0079 0000 0000 0e964d3e 51051436: urand_change_num 1485 extract_buf: pool_sig 00000034, data_sig 000000e4, bytes_mixed 20 0e964d3e 51051436
[    5.286004] random 0079 0000 0000 0e964d3e 51051436: urand_change_num 1486 extract_buf: pool_sig 00000542, data_sig ffffff3b, bytes_mixed 20 0e964d3e 51051436
[    5.286473] random 0079 0000 0000 3b93f0dd 729fc18b: rand_read_num 493 get_random_bytes(16): sig fffffa75 3b93f0dd 729fc18b
[    5.286476] random 0079 0000 0000 3b93f0dd 729fc18b: extract_entropy(.. 16 ..)
[    5.286479] random 0079 0000 0000 3b93f0dd 729fc18b: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.286481] random 0079 0000 0000 3b93f0dd 729fc18b: extract_entropy(.. 16 ..)
[    5.286483] random 0079 0000 0000 3b93f0dd 729fc18b: trying to extract 128 bits from input
[    5.286485] random 0079 0000 0000 3b93f0dd 729fc18b: debiting 0 entropy credits from input
[    5.286487] random 0079 0000 0000 3b93f0dd 729fc18b: extract_entropy account returned: 0 
[    5.286490] random 0079 0000 0000 3b93f0dd 729fc18b: urand_change_num 1487 xfer_secondary_pool(16): pool_sig fffffa75, data_sig 00000000, bytes_mixed 0 3b93f0dd 729fc18b
[    5.286493] random 0079 0000 0000 3b93f0dd 729fc18b: trying to extract 128 bits from nonblocking
