>[    3.577071] random 0034 0000 0000 18950c73 33da80e9: add_timer_randomness(.. 8388864) with jiffies: 16975531029651447429, cycles: -1471213048352996914
[    5.098433] random 0101 0000 0000 7093c724 19ed5ad4: urand_change_num 1825 xfer_secondary_pool(16): pool_sig 00000083, data_sig 00000000, bytes_mixed 0 7093c724 19ed5ad4
[    5.098436] random 0101 0000 0000 7093c724 19ed5ad4: trying to extract 128 bits from nonblocking
[    5.098438] random 0101 0000 0000 7093c724 19ed5ad4: debiting 128 entropy credits from nonblocking (unlimited)
[    5.098441] random 0101 0000 0000 7093c724 19ed5ad4: extract_entropy account returned: 16 
[    5.098444] random 0101 0000 0000 7093c724 19ed5ad4: urand_change_num 1826 extract_buf: pool_sig 00000083, data_sig 000000b5, bytes_mixed 20 7093c724 19ed5ad4
[    5.098449] random 0101 0000 0000 db85e27c 5de2f7c2: urand_change_num 1827 extract_buf: pool_sig ffffffbc, data_sig ffffff19, bytes_mixed 20 db85e27c 5de2f7c2
[    5.099228] random 0101 0000 0000 d1160370 ac00643b: rand_read_num 607 get_random_bytes(16): sig fffffd82 d1160370 ac00643b
[    5.099231] random 0101 0000 0000 d1160370 ac00643b: extract_entropy(.. 16 ..)
[    5.099234] random 0101 0000 0000 d1160370 ac00643b: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.099236] random 0101 0000 0000 d1160370 ac00643b: extract_entropy(.. 16 ..)
[    5.099239] random 0101 0000 0000 d1160370 ac00643b: trying to extract 128 bits from input
[    5.099241] random 0101 0000 0000 d1160370 ac00643b: debiting 0 entropy credits from input
[    5.099243] random 0101 0000 0000 d1160370 ac00643b: extract_entropy account returned: 0 
[    5.099246] random 0101 0000 0000 d1160370 ac00643b: urand_change_num 1828 xfer_secondary_pool(16): pool_sig fffffd82, data_sig 00000000, bytes_mixed 0 d1160370 ac00643b
[    5.099249] random 0101 0000 0000 d1160370 ac00643b: trying to extract 128 bits from nonblocking
[    5.099252] random 0101 0000 0000 d1160370 ac00643b: debiting 128 entropy credits from nonblocking (unlimited)
[    5.099254] random 0101 0000 0000 d1160370 ac00643b: extract_entropy account returned: 16 
[    5.099258] random 0101 0000 0000 d1160370 ac00643b: urand_change_num 1829 extract_buf: pool_sig fffffd82, data_sig fffffd9b, bytes_mixed 20 d1160370 ac00643b
[    5.099262] random 0101 0000 0000 d1160370 ac00643b: urand_change_num 1830 extract_buf: pool_sig ffffffe5, data_sig 00000139, bytes_mixed 20 d1160370 ac00643b
[    5.100092] random 0101 0000 0000 2c4968e9 25529300: rand_read_num 608 get_random_bytes(16): sig fffffc0e 2c4968e9 25529300
[    5.100095] random 0101 0000 0000 2c4968e9 25529300: extract_entropy(.. 16 ..)
[    5.100098] random 0101 0000 0000 2c4968e9 25529300: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.100100] random 0101 0000 0000 2c4968e9 25529300: extract_entropy(.. 16 ..)
[    5.100103] random 0101 0000 0000 2c4968e9 25529300: trying to extract 128 bits from input
[    5.100105] random 0101 0000 0000 2c4968e9 25529300: debiting 0 entropy credits from input
[    5.100107] random 0101 0000 0000 2c4968e9 25529300: extract_entropy account returned: 0 
[    5.100111] random 0101 0000 0000 2c4968e9 25529300: urand_change_num 1831 xfer_secondary_pool(16): pool_sig fffffc0e, data_sig 00000000, bytes_mixed 0 2c4968e9 25529300
[    5.100113] random 0101 0000 0000 2c4968e9 25529300: trying to extract 128 bits from nonblocking
[    5.100116] random 0101 0000 0000 2c4968e9 25529300: debiting 128 entropy credits from nonblocking (unlimited)
[    5.100118] random 0101 0000 0000 2c4968e9 25529300: extract_entropy account returned: 16 
[    5.100122] random 0101 0000 0000 2c4968e9 25529300: urand_change_num 1832 extract_buf: pool_sig fffffc0e, data_sig 00000093, bytes_mixed 20 2c4968e9 25529300
[    5.100126] random 0101 0000 0000 e35df9b1 91a392e4: urand_change_num 1833 extract_buf: pool_sig fffffc9b, data_sig fffffe59, bytes_mixed 20 e35df9b1 91a392e4
[    5.101745] random 0101 0000 0000 e35df9b1 91a392e4: add_disk_randomness(8:0) e35df9b1 91a392e4
[    5.101751] random 0101 0000 0000 e35df9b1 91a392e4: add_timer_randomness(.. 8388864) with jiffies: 14232824064715448323, cycles: -4213920013288996401
[    5.102228] NET: Registered protocol family 31
[    5.102230] Bluetooth: HCI device and connection manager initialized
[    5.102233] Bluetooth: HCI socket layer initialized
[    5.102498] random 0101 0000 0000 e35df9b1 91a392e4: add_disk_randomness(8:0) e35df9b1 91a392e4
[    5.102503] random 0101 0000 0000 e35df9b1 91a392e4: add_timer_randomness(.. 8388864) with jiffies: 14240576394785382403, cycles: -4206167683219062321
[    5.102944] random 0101 0000 0000 e35df9b1 91a392e4: add_disk_randomness(8:0) e35df9b1 91a392e4
[    5.102948] random 0101 0000 0000 e35df9b1 91a392e4: add_timer_randomness(.. 8388864) with jiffies: 14245161873669283843, cycles: -4201582204335160881
[    5.107299] random 0101 0000 0000 e35df9b1 91a392e4: rand_read_num 609 get_random_bytes(16): sig fffffe6a e35df9b1 91a392e4
[    5.107302] random 0101 0000 0000 e35df9b1 91a392e4: extract_entropy(.. 16 ..)
[    5.107306] random 0101 0000 0000 e35df9b1 91a392e4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.107308] random 0101 0000 0000 e35df9b1 91a392e4: extract_entropy(.. 16 ..)
[    5.107311] random 0101 0000 0000 e35df9b1 91a392e4: trying to extract 128 bits from input
[    5.107313] random 0101 0000 0000 e35df9b1 91a392e4: debiting 0 entropy credits from input
[    5.107315] random 0101 0000 0000 e35df9b1 91a392e4: extract_entropy account returned: 0 
[    5.107318] random 0101 0000 0000 e35df9b1 91a392e4: urand_change_num 1834 xfer_secondary_pool(16): pool_sig fffffe6a, data_sig 00000000, bytes_mixed 0 e35df9b1 91a392e4
[    5.107321] random 0101 0000 0000 e35df9b1 91a392e4: trying to extract 128 bits from nonblocking
[    5.107324] random 0101 0000 0000 e35df9b1 91a392e4: debiting 128 entropy credits from nonblocking (unlimited)
[    5.107326] random 0101 0000 0000 e35df9b1 91a392e4: extract_entropy account returned: 16 
[    5.107330] random 0101 0000 0000 e35df9b1 91a392e4: urand_change_num 1835 extract_buf: pool_sig fffffe6a, data_sig fffffec9, bytes_mixed 20 e35df9b1 91a392e4
[    5.107335] random 0101 0000 0000 3d6e6cbb a46854d9: urand_change_num 1836 extract_buf: pool_sig fffffdf5, data_sig fffffe76, bytes_mixed 20 3d6e6cbb a46854d9
[    5.107927] random 0101 0000 0000 3d6e6cbb a46854d9: rand_read_num 610 get_random_bytes(16): sig fffffc09 3d6e6cbb a46854d9
[    5.107930] random 0101 0000 0000 3d6e6cbb a46854d9: extract_entropy(.. 16 ..)
[    5.107933] random 0101 0000 0000 3d6e6cbb a46854d9: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.107935] random 0101 0000 0000 3d6e6cbb a46854d9: extract_entropy(.. 16 ..)
[    5.107938] random 0101 0000 0000 3d6e6cbb a46854d9: trying to extract 128 bits from input
[    5.107940] random 0101 0000 0000 3d6e6cbb a46854d9: debiting 0 entropy credits from input
[    5.107942] random 0101 0000 0000 3d6e6cbb a46854d9: extract_entropy account returned: 0 
[    5.107945] random 0101 0000 0000 3d6e6cbb a46854d9: urand_change_num 1837 xfer_secondary_pool(16): pool_sig fffffc09, data_sig 00000000, bytes_mixed 0 3d6e6cbb a46854d9
[    5.107948] random 0101 0000 0000 3d6e6cbb a46854d9: trying to extract 128 bits from nonblocking
[    5.107951] random 0101 0000 0000 3d6e6cbb a46854d9: debiting 128 entropy credits from nonblocking (unlimited)
[    5.107953] random 0101 0000 0000 3d6e6cbb a46854d9: extract_entropy account returned: 16 
[    5.107957] random 0101 0000 0000 3d6e6cbb a46854d9: urand_change_num 1838 extract_buf: pool_sig fffffc09, data_sig fffffe3f, bytes_mixed 20 3d6e6cbb a46854d9
[    5.107961] random 0101 0000 0000 c94f5b44 f897ac4f: urand_change_num 1839 extract_buf: pool_sig fffffb44, data_sig 0000016b, bytes_mixed 20 c94f5b44 f897ac4f
[    5.109550] random 0101 0000 0000 89e024e8 440fc3b4: rand_read_num 611 get_random_bytes(16): sig ffffff87 89e024e8 440fc3b4
[    5.109553] random 0101 0000 0000 89e024e8 440fc3b4: extract_entropy(.. 16 ..)
[    5.109556] random 0101 0000 0000 89e024e8 440fc3b4: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.109558] random 0101 0000 0000 89e024e8 440fc3b4: extract_entropy(.. 16 ..)
[    5.109561] random 0101 0000 0000 89e024e8 440fc3b4: trying to extract 128 bits from input
[    5.109563] random 0101 0000 0000 89e024e8 440fc3b4: debiting 0 entropy credits from input
[    5.109565] random 0101 0000 0000 89e024e8 440fc3b4: extract_entropy account returned: 0 
[    5.109568] random 0101 0000 0000 89e024e8 440fc3b4: urand_change_num 1840 xfer_secondary_pool(16): pool_sig ffffff87, data_sig 00000000, bytes_mixed 0 89e024e8 440fc3b4
[    5.109571] random 0101 0000 0000 89e024e8 440fc3b4: trying to extract 128 bits from nonblocking
[    5.109573] random 0101 0000 0000 89e024e8 440fc3b4: debiting 128 entropy credits from nonblocking (unlimited)
[    5.109576] random 0101 0000 0000 89e024e8 440fc3b4: extract_entropy account returned: 16 
[    5.109579] random 0101 0000 0000 89e024e8 440fc3b4: urand_change_num 1841 extract_buf: pool_sig ffffff87, data_sig 00000029, bytes_mixed 20 89e024e8 440fc3b4
[    5.109584] random 0101 0000 0000 89e024e8 440fc3b4: urand_change_num 1842 extract_buf: pool_sig 0000025c, data_sig 00000169, bytes_mixed 20 89e024e8 440fc3b4
[    5.109932] random 0101 0000 0000 d020196a d58abdcc: rand_read_num 612 get_random_bytes(16): sig 00000744 d020196a d58abdcc
[    5.109935] random 0101 0000 0000 d020196a d58abdcc: extract_entropy(.. 16 ..)
[    5.109938] random 0101 0000 0000 d020196a d58abdcc: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.109940] random 0101 0000 0000 d020196a d58abdcc: extract_entropy(.. 16 ..)
[    5.109942] random 0101 0000 0000 d020196a d58abdcc: trying to extract 128 bits from input
[    5.109945] random 0101 0000 0000 d020196a d58abdcc: debiting 0 entropy credits from input
[    5.109947] random 0101 0000 0000 d020196a d58abdcc: extract_entropy account returned: 0 
[    5.109950] random 0101 0000 0000 d020196a d58abdcc: urand_change_num 1843 xfer_secondary_pool(16): pool_sig 00000744, data_sig 00000000, bytes_mixed 0 d020196a d58abdcc
[    5.109953] random 0101 0000 0000 d020196a d58abdcc: trying to extract 128 bits from nonblocking
[    5.109955] random 0101 0000 0000 d020196a d58abdcc: debiting 128 entropy credits from nonblocking (unlimited)
[    5.109958] random 0101 0000 0000 d020196a d58abdcc: extract_entropy account returned: 16 
[    5.109961] random 0101 0000 0000 d020196a d58abdcc: urand_change_num 1844 extract_buf: pool_sig 00000744, data_sig 000000dc, bytes_mixed 20 d020196a d58abdcc
[    5.109966] random 0101 0000 0000 3fdbaad9 21f5be70: urand_change_num 1845 extract_buf: pool_sig 000005ee, data_sig 0000010e, bytes_mixed 20 3fdbaad9 21f5be70
[    5.110353] random 0101 0000 0000 3fdbaad9 21f5be70: rand_read_num 613 get_random_bytes(16): sig 0000019c 3fdbaad9 21f5be70
[    5.110356] random 0101 0000 0000 3fdbaad9 21f5be70: extract_entropy(.. 16 ..)
[    5.110359] random 0101 0000 0000 3fdbaad9 21f5be70: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.110361] random 0101 0000 0000 3fdbaad9 21f5be70: extract_entropy(.. 16 ..)
[    5.110363] random 0101 0000 0000 3fdbaad9 21f5be70: trying to extract 128 bits from input
[    5.110366] random 0101 0000 0000 3fdbaad9 21f5be70: debiting 0 entropy credits from input
[    5.110368] random 0101 0000 0000 3fdbaad9 21f5be70: extract_entropy account returned: 0 
[    5.110371] random 0101 0000 0000 3fdbaad9 21f5be70: urand_change_num 1846 xfer_secondary_pool(16): pool_sig 0000019c, data_sig 00000000, bytes_mixed 0 3fdbaad9 21f5be70
[    5.110374] random 0101 0000 0000 3fdbaad9 21f5be70: trying to extract 128 bits from nonblocking
[    5.110376] random 0101 0000 0000 3fdbaad9 21f5be70: debiting 128 entropy credits from nonblocking (unlimited)
[    5.110378] random 0101 0000 0000 3fdbaad9 21f5be70: extract_entropy account returned: 16 
[    5.110382] random 0101 0000 0000 3fdbaad9 21f5be70: urand_change_num 1847 extract_buf: pool_sig 0000019c, data_sig fffffffd, bytes_mixed 20 3fdbaad9 21f5be70
[    5.110387] random 0101 0000 0000 a06b1409 20b5a684: urand_change_num 1848 extract_buf: pool_sig fffffbdc, data_sig 000000c7, bytes_mixed 20 a06b1409 20b5a684
[    5.113942] RANDOM get_random_int call with cycles 1991912933513, jiffies 4294893574 and pid 1
[    5.114309] random 0101 0000 0000 a06b1409 20b5a684: rand_read_num 614 get_random_bytes(16): sig 000001e3 a06b1409 20b5a684
[    5.114312] random 0101 0000 0000 a06b1409 20b5a684: extract_entropy(.. 16 ..)
[    5.114315] random 0101 0000 0000 a06b1409 20b5a684: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.114318] random 0101 0000 0000 a06b1409 20b5a684: extract_entropy(.. 16 ..)
[    5.114320] random 0101 0000 0000 a06b1409 20b5a684: trying to extract 128 bits from input
[    5.114322] random 0101 0000 0000 a06b1409 20b5a684: debiting 0 entropy credits from input
[    5.114324] random 0101 0000 0000 a06b1409 20b5a684: extract_entropy account returned: 0 
[    5.114328] random 0101 0000 0000 a06b1409 20b5a684: urand_change_num 1849 xfer_secondary_pool(16): pool_sig 000001e3, data_sig 00000000, bytes_mixed 0 a06b1409 20b5a684
[    5.114330] random 0101 0000 0000 a06b1409 20b5a684: trying to extract 128 bits from nonblocking
[    5.114333] random 0101 0000 0000 a06b1409 20b5a684: debiting 128 entropy credits from nonblocking (unlimited)
[    5.114335] random 0101 0000 0000 a06b1409 20b5a684: extract_entropy account returned: 16 
[    5.114339] random 0101 0000 0000 a06b1409 20b5a684: urand_change_num 1850 extract_buf: pool_sig 000001e3, data_sig fffffdc9, bytes_mixed 20 a06b1409 20b5a684
[    5.114344] random 0101 0000 0000 b92ed4a8 203c9496: urand_change_num 1851 extract_buf: pool_sig 000001e4, data_sig ffffffff, bytes_mixed 20 b92ed4a8 203c9496
[    5.114502] random 0101 0000 0000 094098e1 410380f1: add_disk_randomness(8:0) 094098e1 410380f1
[    5.114506] random 0101 0000 0000 094098e1 410380f1: add_timer_randomness(.. 8388864) with jiffies: 14364208797927268358, cycles: -4082535280077176369
[    5.114509] random 0101 0000 0000 094098e1 410380f1: added 1 entropy credits to input
[    5.114718] random 0102 0000 0000 094098e1 410380f1: add_disk_randomness(8:0) 094098e1 410380f1
[    5.114721] random 0102 0000 0000 094098e1 410380f1: add_timer_randomness(.. 8388864) with jiffies: 14366426817823170566, cycles: -4080317260181274161
[    5.121641] random 0102 0000 0000 094098e1 410380f1: rand_read_num 615 get_random_bytes(16): sig 00000168 094098e1 410380f1
[    5.121657] random 0102 0000 0000 094098e1 410380f1: extract_entropy(.. 16 ..)
[    5.121661] random 0102 0000 0000 094098e1 410380f1: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.121664] random 0102 0000 0000 094098e1 410380f1: extract_entropy(.. 16 ..)
[    5.121667] random 0102 0000 0000 094098e1 410380f1: trying to extract 128 bits from input
[    5.121670] random 0102 0000 0000 094098e1 410380f1: debiting 0 entropy credits from input
[    5.121673] random 0102 0000 0000 094098e1 410380f1: extract_entropy account returned: 0 
[    5.121677] random 0102 0000 0000 094098e1 410380f1: urand_change_num 1852 xfer_secondary_pool(16): pool_sig 00000168, data_sig 00000000, bytes_mixed 0 094098e1 410380f1
[    5.121681] random 0102 0000 0000 094098e1 410380f1: trying to extract 128 bits from nonblocking
[    5.121684] random 0102 0000 0000 094098e1 410380f1: debiting 128 entropy credits from nonblocking (unlimited)
[    5.121687] random 0102 0000 0000 094098e1 410380f1: extract_entropy account returned: 16 
[    5.121692] random 0102 0000 0000 094098e1 410380f1: urand_change_num 1853 extract_buf: pool_sig 00000168, data_sig fffffe7f, bytes_mixed 20 094098e1 410380f1
[    5.121698] random 0102 0000 0000 094098e1 410380f1: urand_change_num 1854 extract_buf: pool_sig ffffff35, data_sig ffffff0b, bytes_mixed 20 094098e1 410380f1
[    5.121820] random 0102 0000 0000 ef2873e4 09105016: add_disk_randomness(8:0) ef2873e4 09105016
[    5.121824] random 0102 0000 0000 ef2873e4 09105016: add_timer_randomness(.. 8388864) with jiffies: 14439578962801647624, cycles: -4007165115202797105
[    5.121827] random 0102 0000 0000 ef2873e4 09105016: added 1 entropy credits to input
[    5.121886] UDP snum after finding: 14e9
[    5.121911] UDP snum after finding: 14e9
[    5.121951] RANDOM - __random32 called. Change num 2.  Value: 79ebe47	eca4f802	15a585fb
[    5.121953] RANDOM - random32 called.  Value: 79ebe47	eca4f802	15a585fb
[    5.121955] UDP rand value before processing fe9fc3be
[    5.121957] UDP first value edb1 before processing
[    5.121958] UDP snum after finding: edb1
[    5.121967] RANDOM - __random32 called. Change num 3.  Value: ebe47a0a	ca4f802f	bf71135
[    5.121969] RANDOM - random32 called.  Value: ebe47a0a	ca4f802f	bf71135
[    5.121970] UDP rand value before processing 2a5ceb10
[    5.121972] UDP first value 9240 before processing
[    5.121973] UDP snum after finding: 9240
[    5.122596] random 0103 0000 0000 ef2873e4 09105016: rand_read_num 616 get_random_bytes(16): sig 0000002e ef2873e4 09105016
[    5.122599] random 0103 0000 0000 ef2873e4 09105016: extract_entropy(.. 16 ..)
[    5.122602] random 0103 0000 0000 ef2873e4 09105016: going to reseed nonblocking with 128 bits (128 of 0 requested)
[    5.122604] random 0103 0000 0000 ef2873e4 09105016: extract_entropy(.. 16 ..)
[    5.122607] random 0103 0000 0000 ef2873e4 09105016: trying to extract 128 bits from input
[    5.122609] random 0103 0000 0000 ef2873e4 09105016: debiting 0 entropy credits from input
[    5.122611] random 0103 0000 0000 ef2873e4 09105016: extract_entropy account returned: 0 
[    5.122614] random 0103 0000 0000 ef2873e4 09105016: urand_change_num 1855 xfer_secondary_pool(16): pool_sig 0000002e, data_sig 00000000, bytes_mixed 0 ef2873e4 09105016
[    5.122617] random 0103 0000 0000 ef2873e4 09105016: trying to extract 128 bits from nonblocking
[    5.122620] random 0103 0000 0000 ef2873e4 09105016: debiting 128 entropy credits from nonblocking (unlimited)
[    5.122622] random 0103 0000 0000 ef2873e4 09105016: extract_entropy account returned: 16 
